booking_id,fraud_label,fraud_reason
B001381,0,legit
B001382,0,legit
B001383,0,legit
B001384,0,legit
B001385,0,legit
B001386,0,legit
B001387,0,legit
B001388,0,legit
B001389,0,legit
B001390,0,legit
B001391,0,legit
B001392,0,legit
B001393,0,legit
B001394,0,legit
B001395,0,legit
B001396,0,legit
B001397,0,legit
B001398,0,legit
B001399,0,legit
B001400,0,legit
B001401,0,legit
B001402,0,legit
B001403,0,legit
B001404,0,legit
B001405,0,legit
B001406,0,legit
B001407,0,legit
B001408,0,legit
B001409,1,burst/automation pattern in activity
B001410,0,legit
B001411,0,legit
B001412,0,legit
B001413,0,legit
B001414,0,legit
B001415,0,legit
B001416,0,legit
B001417,0,legit
B001418,0,legit
B001419,0,legit
B001420,0,legit
B001421,0,legit
B001422,0,legit
B001423,0,legit
B001424,0,legit
B001425,0,legit
B001426,0,legit
B001427,0,legit
B001428,0,legit
B001429,0,legit
B001430,0,legit
B001431,0,legit
B001432,0,legit
B001433,0,legit
B001434,0,legit
B001435,0,legit
B001436,0,legit
B001437,0,legit
B001438,0,legit
B001439,1,shared infra across multiple fraud users
B001440,0,legit
B001441,0,legit
B001442,0,legit
B001443,0,legit
B001444,0,legit
B001445,0,legit
B001446,0,legit
B001447,0,legit
B001448,0,legit
B001449,0,legit
B001450,0,legit
B001451,0,legit
B001452,0,legit
B001453,0,legit
B001454,0,legit
B001455,0,legit
B001456,0,legit
B001457,0,legit
B001458,0,legit
B001459,0,legit
B001460,0,legit
B001461,0,legit
B001462,0,legit
B001463,0,legit
B001464,1,new user with risky infra + abnormal velocity
B001465,0,legit
B001466,0,legit
B001467,0,legit
B001468,1,new device/ip + short lead time
B001469,0,legit
B001470,0,legit
B001471,0,legit
B001472,0,legit
B001473,0,legit
B001474,0,legit
B001475,0,legit
B001476,0,legit
B001477,0,legit
B001478,0,legit
B001479,1,shared infra across multiple fraud users
B001480,0,legit
B001481,0,legit
B001482,0,legit
B001483,0,legit
B001484,0,legit
B001485,0,legit
B001486,0,legit
B001487,0,legit
B001488,0,legit
B001489,0,legit
B001490,0,legit
B001491,0,legit
B001492,0,legit
B001493,0,legit
B001494,1,user has abnormally high cancellation rate
B001495,0,legit
B001496,0,legit
B001497,1,burst/automation pattern in activity
B001498,0,legit
B001499,0,legit
B001500,0,legit
B001501,0,legit
B001502,0,legit
B001503,0,legit
B001504,0,legit
B001505,1,credit bustout: high value international + high loss
B001506,0,legit
B001507,0,legit
B001508,0,legit
B001509,0,legit
B001510,1,credit bustout: high value international + high loss
B001511,0,legit
B001512,0,legit
B001513,0,legit
B001514,0,legit
B001515,0,legit
B001516,0,legit
B001517,0,legit
B001518,0,legit
B001519,0,legit
B001520,0,legit
B001521,0,legit
B001522,0,legit
B001523,0,legit
B001524,0,legit
B001525,0,legit
B001526,1,burst/automation pattern in activity
B001527,0,legit
B001528,1,new user with risky infra + abnormal velocity
B001529,0,legit
B001530,0,legit
B001531,0,legit
B001532,0,legit
B001533,0,legit
B001534,0,legit
B001535,0,legit
B001536,0,legit
B001537,0,legit
B001538,0,legit
B001539,0,legit
B001540,0,legit
B001541,0,legit
B001542,1,burst/automation pattern in activity
B001543,1,new device/ip + short lead time
B001544,0,legit
B001545,0,legit
B001546,0,legit
B001547,0,legit
B001548,1,new device/ip + short lead time
B001549,0,legit
B001550,0,legit
B001551,0,legit
B001552,0,legit
B001553,0,legit
B001554,0,legit
B001555,0,legit
B001556,0,legit
B001557,0,legit
B001558,1,burst/automation pattern in activity
B001559,0,legit
B001560,0,legit
B001561,0,legit
B001562,0,legit
B001563,0,legit
B001564,0,legit
B001565,0,legit
B001566,0,legit
B001567,0,legit
B001568,0,legit
B001569,0,legit
B001570,0,legit
B001571,0,legit
B001572,0,legit
B001573,0,legit
B001574,0,legit
B001575,0,legit
B001576,1,user has abnormally high cancellation rate
B001577,1,new device/ip + short lead time
B001578,0,legit
B001579,1,shared infra across multiple fraud users
B001580,0,legit
B001581,0,legit
B001582,0,legit
B001583,0,legit
B001584,0,legit
B001585,0,legit
B001586,0,legit
B001587,0,legit
B001588,0,legit
B001589,0,legit
B001590,0,legit
B001591,0,legit
B001592,0,legit
B001593,0,legit
B001594,0,legit
B001595,0,legit
B001596,0,legit
B001597,0,legit
B001598,0,legit
B001599,0,legit
B001600,0,legit
B001601,0,legit
B001602,0,legit
B001603,0,legit
B001604,0,legit
B001605,0,legit
B001606,0,legit
B001607,0,legit
B001608,0,legit
B001609,0,legit
B001610,0,legit
B001611,0,legit
B001612,0,legit
B001613,0,legit
B001614,0,legit
B001615,0,legit
B001616,0,legit
B001617,0,legit
B001618,1,credit bustout: high value international + high loss
B001619,0,legit
B001620,0,legit
B001621,0,legit
B001622,0,legit
B001623,1,shared infra across multiple fraud users
B001624,0,legit
B001625,0,legit
B001626,0,legit
B001627,1,user has abnormally high cancellation rate
B001628,1,fraud user suspicious booking pattern
B001629,1,shared infra across multiple fraud users
B001630,0,legit
B001631,0,legit
B001632,1,new user with risky infra + abnormal velocity
B001633,0,legit
B001634,0,legit
B001635,1,credit bustout: high value international + high loss
B001636,0,legit
B001637,0,legit
B001638,0,legit
B001639,0,legit
B001640,0,legit
B001641,0,legit
B001642,0,legit
B001643,0,legit
B001644,0,legit
B001645,1,credit bustout: high value international + high loss
B001646,0,legit
B001647,0,legit
B001648,0,legit
B001649,0,legit
B001650,0,legit
B001651,0,legit
B001652,0,legit
B001653,0,legit
B001654,0,legit
B001655,1,new user with risky infra + abnormal velocity
B001656,0,legit
B001657,0,legit
B001658,0,legit
B001659,0,legit
B001660,0,legit
B001661,0,legit
B001662,0,legit
B001663,0,legit
B001664,0,legit
B001665,0,legit
B001666,1,credit bustout: high value international + high loss
B001667,0,legit
B001668,0,legit
B001669,0,legit
B001670,0,legit
B001671,0,legit
B001672,0,legit
B001673,0,legit
B001674,0,legit
B001675,0,legit
B001676,0,legit
B001677,0,legit
B001678,0,legit
B001679,0,legit
B001680,0,legit
B001681,0,legit
B001682,0,legit
B001683,0,legit
B001684,0,legit
B001685,0,legit
B001686,0,legit
B001687,0,legit
B001688,0,legit
B001689,1,new device/ip + short lead time
B001690,0,legit
B001691,0,legit
B001692,0,legit
B001693,0,legit
B001694,0,legit
B001695,0,legit
B001696,0,legit
B001697,0,legit
B001698,0,legit
B001699,0,legit
B001700,0,legit
B001701,0,legit
B001702,0,legit
B001703,0,legit
B001704,0,legit
B001705,0,legit
B001706,0,legit
B001707,0,legit
B001708,0,legit
B001709,1,user has abnormally high cancellation rate
B001710,0,legit
B001711,0,legit
B001712,0,legit
B001713,0,legit
B001714,0,legit
B001715,0,legit
B001716,0,legit
B001717,0,legit
B001718,0,legit
B001719,1,credit bustout: high value international + high loss
B001720,0,legit
B001721,0,legit
B001722,0,legit
B001723,0,legit
B001724,0,legit
B001725,0,legit
B001726,0,legit
B001727,0,legit
B001728,0,legit
B001729,0,legit
B001730,0,legit
B001731,0,legit
B001732,0,legit
B001733,0,legit
B001734,0,legit
B001735,0,legit
B001736,1,credit bustout: high value international + high loss
B001737,0,legit
B001738,0,legit
B001739,0,legit
B001740,0,legit
B001741,0,legit
B001742,0,legit
B001743,0,legit
B001744,0,legit
B001745,1,new device/ip + short lead time
B001746,0,legit
B001747,1,burst/automation pattern in activity
B001748,0,legit
B001749,0,legit
B001750,0,legit
B001751,0,legit
B001752,0,legit
B001753,0,legit
B001754,0,legit
B001755,0,legit
B001756,0,legit
B001757,1,new device/ip + short lead time
B001758,0,legit
B001759,0,legit
B001760,0,legit
B001761,0,legit
B001762,0,legit
B001763,0,legit
B001764,1,new user with risky infra + abnormal velocity
B001765,0,legit
B001766,0,legit
B001767,0,legit
B001768,0,legit
B001769,0,legit
B001770,0,legit
B001771,0,legit
B001772,0,legit
B001773,0,legit
B001774,0,legit
B001775,0,legit
B001776,0,legit
B001777,0,legit
B001778,0,legit
B001779,0,legit
B001780,1,shared infra across multiple fraud users
B001781,0,legit
B001782,0,legit
B001783,0,legit
B001784,0,legit
B001785,0,legit
B001786,0,legit
B001787,0,legit
B001788,0,legit
B001789,0,legit
B001790,0,legit
B001791,0,legit
B001792,0,legit
B001793,0,legit
B001794,0,legit
B001795,0,legit
B001796,0,legit
B001797,0,legit
B001798,0,legit
B001799,0,legit
B001800,0,legit
B001801,0,legit
B001802,0,legit
B001803,0,legit
B001804,0,legit
B001805,0,legit
B001806,0,legit
B001807,0,legit
B001808,0,legit
B001809,0,legit
B001810,0,legit
B001811,0,legit
B001812,0,legit
B001813,0,legit
B001814,0,legit
B001815,0,legit
B001816,1,new device/ip + short lead time
B001817,0,legit
B001818,0,legit
B001819,0,legit
B001820,0,legit
B001821,0,legit
B001822,0,legit
B001823,0,legit
B001824,0,legit
B001825,0,legit
B001826,0,legit
B001827,1,new user with risky infra + abnormal velocity
B001828,0,legit
B001829,0,legit
B001830,0,legit
B001831,0,legit
B001832,0,legit
B001833,0,legit
B001834,0,legit
B001835,0,legit
B001836,0,legit
B001837,0,legit
B001838,1,shared infra across multiple fraud users
B001839,0,legit
B001840,0,legit
B001841,0,legit
B001842,0,legit
B001843,0,legit
B001844,0,legit
B001845,0,legit
B001846,0,legit
B001847,0,legit
B001848,1,user has abnormally high cancellation rate
B001849,0,legit
B001850,0,legit
B001851,0,legit
B001852,0,legit
B001853,1,burst/automation pattern in activity
B001854,0,legit
B001855,0,legit
B001856,0,legit
B001857,0,legit
B001858,0,legit
B001859,0,legit
B001860,0,legit
B001861,0,legit
B001862,0,legit
B001863,0,legit
B001864,0,legit
B001865,1,credit bustout: high value international + high loss
B001866,0,legit
B001867,0,legit
B001868,0,legit
B001869,0,legit
B001870,0,legit
B001871,0,legit
B001872,0,legit
B001873,0,legit
B001874,0,legit
B001875,1,shared infra across multiple fraud users
B001876,0,legit
B001877,0,legit
B001878,0,legit
B001879,1,new device/ip + short lead time
B001880,0,legit
B001881,0,legit
B001882,0,legit
B001883,0,legit
B001884,0,legit
B001885,0,legit
B001886,0,legit
B001887,0,legit
B001888,0,legit
B001889,0,legit
B001890,0,legit
B001891,0,legit
B001892,1,new user with risky infra + abnormal velocity
B001893,0,legit
B001894,0,legit
B001895,0,legit
B001896,0,legit
B001897,0,legit
B001898,0,legit
B001899,0,legit
B001900,0,legit
B001901,1,new user with risky infra + abnormal velocity
B001902,0,legit
B001903,1,credit bustout: high value international + high loss
B001904,1,new device/ip + short lead time
B001905,0,legit
B001906,0,legit
B001907,0,legit
B001908,0,legit
B001909,0,legit
B001910,0,legit
B001911,0,legit
B001912,0,legit
B001913,0,legit
B001914,0,legit
B001915,1,burst/automation pattern in activity
B001916,0,legit
B001917,0,legit
B001918,0,legit
B001919,0,legit
B001920,0,legit
B001921,0,legit
B001922,0,legit
B001923,0,legit
B001924,0,legit
B001925,0,legit
B001926,1,burst/automation pattern in activity
B001927,0,legit
B001928,1,user has abnormally high cancellation rate
B001929,0,legit
B001930,0,legit
B001931,0,legit
B001932,0,legit
B001933,0,legit
B001934,0,legit
B001935,0,legit
B001936,0,legit
B001937,0,legit
B001938,1,credit bustout: high value international + high loss
B001939,1,shared infra across multiple fraud users
B001940,0,legit
B001941,0,legit
B001942,0,legit
B001943,0,legit
B001944,0,legit
B001945,0,legit
B001946,0,legit
B001947,0,legit
B001948,0,legit
B001949,0,legit
B001950,0,legit
B001951,0,legit
B001952,1,credit bustout: high value international + high loss
B001953,0,legit
B001954,0,legit
B001955,0,legit
B001956,0,legit
B001957,1,burst/automation pattern in activity
B001958,0,legit
B001959,0,legit
B001960,0,legit
B001961,0,legit
B001962,0,legit
B001963,0,legit
B001964,0,legit
B001965,0,legit
B001966,0,legit
B001967,0,legit
B001968,1,shared infra across multiple fraud users
B001969,0,legit
B001970,0,legit
B001971,0,legit
B001972,0,legit
B001973,0,legit
B001974,0,legit
B001975,0,legit
B001976,0,legit
B001977,0,legit
B001978,0,legit
B001979,0,legit
B001980,0,legit
B001981,0,legit
B001982,0,legit
B001983,0,legit
B001984,0,legit
B001985,0,legit
B001986,0,legit
B001987,0,legit
B001988,0,legit
B001989,0,legit
B001990,0,legit
B001991,1,new device/ip + short lead time
B001992,1,new user with risky infra + abnormal velocity
B001993,0,legit
B001994,0,legit
B001995,0,legit
B001996,0,legit
B001997,0,legit
B001998,0,legit
B001999,0,legit
B002000,0,legit
B002001,1,shared infra across multiple fraud users
B002002,1,burst/automation pattern in activity
B002003,0,legit
B002004,0,legit
B002005,0,legit
B002006,0,legit
B002007,1,credit bustout: high value international + high loss
B002008,0,legit
B002009,0,legit
B002010,0,legit
B002011,0,legit
B002012,0,legit
B002013,0,legit
B002014,0,legit
B002015,0,legit
B002016,0,legit
B002017,0,legit
B002018,1,new device/ip + short lead time
B002019,0,legit
B002020,0,legit
B002021,0,legit
B002022,0,legit
B002023,0,legit
B002024,0,legit
B002025,0,legit
B002026,0,legit
B002027,0,legit
B002028,0,legit
B002029,0,legit
B002030,1,credit bustout: high value international + high loss
B002031,0,legit
B002032,0,legit
B002033,0,legit
B002034,0,legit
B002035,1,shared infra across multiple fraud users
B002036,1,new user with risky infra + abnormal velocity
B002037,0,legit
B002038,0,legit
B002039,0,legit
B002040,0,legit
B002041,0,legit
B002042,0,legit
B002043,0,legit
B002044,0,legit
B002045,0,legit
B002046,0,legit
B002047,0,legit
B002048,0,legit
B002049,0,legit
B002050,0,legit
B002051,0,legit
B002052,0,legit
B002053,0,legit
B002054,0,legit
B002055,0,legit
B002056,0,legit
B002057,0,legit
B002058,0,legit
B002059,0,legit
B002060,0,legit
B002061,0,legit
B002062,0,legit
B002063,0,legit
B002064,0,legit
B002065,0,legit
B002066,0,legit
B002067,0,legit
B002068,0,legit
B002069,0,legit
B002070,0,legit
B002071,0,legit
B002072,0,legit
B002073,0,legit
B002074,0,legit
B002075,0,legit
B002076,0,legit
B002077,0,legit
B002078,0,legit
B002079,0,legit
B002080,0,legit
B002081,1,new device/ip + short lead time
B002082,0,legit
B002083,0,legit
B002084,0,legit
B002085,0,legit
B002086,1,new user with risky infra + abnormal velocity
B002087,0,legit
B002088,0,legit
B002089,0,legit
B002090,0,legit
B002091,0,legit
B002092,0,legit
B002093,0,legit
B002094,0,legit
B002095,0,legit
B002096,0,legit
B002097,0,legit
B002098,0,legit
B002099,0,legit
B002100,0,legit
B002101,0,legit
B002102,1,new device/ip + short lead time
B002103,0,legit
B002104,0,legit
B002105,0,legit
B002106,0,legit
B002107,0,legit
B002108,0,legit
B002109,0,legit
B002110,0,legit
B002111,0,legit
B002112,0,legit
B002113,0,legit
B002114,0,legit
B002115,0,legit
B002116,0,legit
B002117,0,legit
B002118,0,legit
B002119,0,legit
B002120,0,legit
B002121,0,legit
B002122,0,legit
B002123,0,legit
B002124,0,legit
B002125,0,legit
B002126,0,legit
B002127,0,legit
B002128,0,legit
B002129,0,legit
B002130,1,user has abnormally high cancellation rate
B002131,0,legit
B002132,0,legit
B002133,0,legit
B002134,0,legit
B002135,0,legit
B002136,0,legit
B002137,0,legit
B002138,1,credit bustout: high value international + high loss
B002139,0,legit
B002140,1,burst/automation pattern in activity
B002141,0,legit
B002142,0,legit
B002143,0,legit
B002144,0,legit
B002145,0,legit
B002146,0,legit
B002147,0,legit
B002148,0,legit
B002149,1,new device/ip + short lead time
B002150,0,legit
B002151,0,legit
B002152,0,legit
B002153,1,new device/ip + short lead time
B002154,0,legit
B002155,0,legit
B002156,0,legit
B002157,0,legit
B002158,0,legit
B002159,0,legit
B002160,1,new user with risky infra + abnormal velocity
B002161,0,legit
B002162,0,legit
B002163,0,legit
B002164,0,legit
B002165,0,legit
B002166,0,legit
B002167,0,legit
B002168,0,legit
B002169,1,new device/ip + short lead time
B002170,1,shared infra across multiple fraud users
B002171,0,legit
B002172,0,legit
B002173,0,legit
B002174,0,legit
B002175,1,credit bustout: high value international + high loss
B002176,0,legit
B002177,0,legit
B002178,0,legit
B002179,0,legit
B002180,0,legit
B002181,0,legit
B002182,0,legit
B002183,0,legit
B002184,0,legit
B002185,0,legit
B002186,0,legit
B002187,0,legit
B002188,0,legit
B002189,0,legit
B002190,0,legit
B002191,0,legit
B002192,0,legit
B002193,1,user has abnormally high cancellation rate
B002194,1,new user with risky infra + abnormal velocity
B002195,0,legit
B002196,0,legit
B002197,0,legit
B002198,0,legit
B002199,0,legit
B002200,0,legit
B002201,1,shared infra across multiple fraud users
B002202,0,legit
B002203,0,legit
B002204,0,legit
B002205,0,legit
B002206,0,legit
B002207,0,legit
B002208,0,legit
B002209,0,legit
B002210,0,legit
B002211,0,legit
B002212,0,legit
B002213,0,legit
B002214,0,legit
B002215,0,legit
B002216,0,legit
B002217,0,legit
B002218,0,legit
B002219,0,legit
B002220,0,legit
B002221,0,legit
B002222,0,legit
B002223,0,legit
B002224,1,user has abnormally high cancellation rate
B002225,0,legit
B002226,0,legit
B002227,0,legit
B002228,0,legit
B002229,0,legit
B002230,0,legit
B002231,0,legit
B002232,0,legit
B002233,0,legit
B002234,1,new device/ip + short lead time
B002235,0,legit
B002236,0,legit
B002237,0,legit
B002238,0,legit
B002239,0,legit
B002240,0,legit
B002241,0,legit
B002242,0,legit
B002243,0,legit
B002244,0,legit
B002245,0,legit
B002246,0,legit
B002247,0,legit
B002248,0,legit
B002249,1,burst/automation pattern in activity
B002250,0,legit
B002251,0,legit
B002252,1,credit bustout: high value international + high loss
B002253,0,legit
B002254,0,legit
B002255,0,legit
B002256,0,legit
B002257,0,legit
B002258,0,legit
B002259,0,legit
B002260,0,legit
B002261,0,legit
B002262,0,legit
B002263,0,legit
B002264,0,legit
B002265,0,legit
B002266,0,legit
B002267,0,legit
B002268,0,legit
B002269,0,legit
B002270,0,legit
B002271,0,legit
B002272,0,legit
B002273,0,legit
B002274,0,legit
B002275,0,legit
B002276,0,legit
B002277,0,legit
B002278,1,user has abnormally high cancellation rate
B002279,0,legit
B002280,0,legit
B002281,1,new device/ip + short lead time
B002282,0,legit
B002283,1,credit bustout: high value international + high loss
B002284,0,legit
B002285,0,legit
B002286,0,legit
B002287,0,legit
B002288,0,legit
B002289,0,legit
B002290,0,legit
B002291,0,legit
B002292,0,legit
B002293,0,legit
B002294,0,legit
B002295,0,legit
B002296,0,legit
B002297,0,legit
B002298,0,legit
B002299,0,legit
B002300,0,legit
B002301,0,legit
B002302,0,legit
B002303,0,legit
B002304,0,legit
B002305,0,legit
B002306,0,legit
B002307,0,legit
B002308,0,legit
B002309,0,legit
B002310,0,legit
B002311,0,legit
B002312,0,legit
B002313,1,new device/ip + short lead time
B002314,0,legit
B002315,0,legit
B002316,1,new device/ip + short lead time
B002317,0,legit
B002318,0,legit
B002319,0,legit
B002320,0,legit
B002321,0,legit
B002322,0,legit
B002323,1,credit bustout: high value international + high loss
B002324,0,legit
B002325,0,legit
B002326,0,legit
B002327,0,legit
B002328,0,legit
B002329,0,legit
B002330,0,legit
B002331,0,legit
B002332,0,legit
B002333,1,new user with risky infra + abnormal velocity
B002334,0,legit
B002335,1,new user with risky infra + abnormal velocity
B002336,0,legit
B002337,0,legit
B002338,0,legit
B002339,0,legit
B002340,0,legit
B002341,0,legit
B002342,0,legit
B002343,0,legit
B002344,0,legit
B002345,0,legit
B002346,0,legit
B002347,0,legit
B002348,0,legit
B002349,1,credit bustout: high value international + high loss
B002350,0,legit
B002351,0,legit
B002352,0,legit
B002353,0,legit
B002354,0,legit
B002355,0,legit
B002356,0,legit
B002357,0,legit
B002358,0,legit
B002359,0,legit
B002360,0,legit
B002361,0,legit
B002362,0,legit
B002363,0,legit
B002364,0,legit
B002365,0,legit
B002366,0,legit
B002367,1,credit bustout: high value international + high loss
B002368,0,legit
B002369,1,new user with risky infra + abnormal velocity
B002370,0,legit
B002371,0,legit
B002372,0,legit
B002373,0,legit
B002374,1,burst/automation pattern in activity
B002375,0,legit
B002376,0,legit
B002377,0,legit
B002378,0,legit
B002379,0,legit
B002380,0,legit
B002381,0,legit
B002382,0,legit
B002383,0,legit
B002384,1,shared infra across multiple fraud users
B002385,0,legit
B002386,0,legit
B002387,0,legit
B002388,0,legit
B002389,0,legit
B002390,0,legit
B002391,0,legit
B002392,0,legit
B002393,0,legit
B002394,0,legit
B002395,0,legit
B002396,0,legit
B002397,0,legit
B002398,0,legit
B002399,0,legit
B002400,0,legit
B002401,0,legit
B002402,1,user has abnormally high cancellation rate
B002403,0,legit
B002404,1,shared infra across multiple fraud users
B002405,1,shared infra across multiple fraud users
B002406,0,legit
B002407,0,legit
B002408,1,credit bustout: high value international + high loss
B002409,0,legit
B002410,0,legit
B002411,0,legit
B002412,1,burst/automation pattern in activity
B002413,0,legit
B002414,1,shared infra across multiple fraud users
B002415,0,legit
B002416,0,legit
B002417,0,legit
B002418,0,legit
B002419,0,legit
B002420,0,legit
B002421,0,legit
B002422,0,legit
B002423,0,legit
B002424,0,legit
B002425,1,new user with risky infra + abnormal velocity
B002426,0,legit
B002427,0,legit
B002428,1,burst/automation pattern in activity
B002429,0,legit
B002430,0,legit
B002431,0,legit
B002432,0,legit
B002433,0,legit
B002434,0,legit
B002435,0,legit
B002436,0,legit
B002437,1,new user with risky infra + abnormal velocity
B002438,0,legit
B002439,0,legit
B002440,0,legit
B002441,0,legit
B002442,0,legit
B002443,0,legit
B002444,0,legit
B002445,0,legit
B002446,0,legit
B002447,0,legit
B002448,0,legit
B002449,0,legit
B002450,0,legit
B002451,0,legit
B002452,0,legit
B002453,0,legit
B002454,0,legit
B002455,0,legit
B002456,1,new device/ip + short lead time
B002457,0,legit
B002458,0,legit
B002459,0,legit
B002460,0,legit
B002461,0,legit
B002462,0,legit
B002463,0,legit
B002464,0,legit
B002465,0,legit
B002466,0,legit
B002467,0,legit
B002468,0,legit
B002469,1,credit bustout: high value international + high loss
B002470,1,new device/ip + short lead time
B002471,0,legit
B002472,1,new device/ip + short lead time
B002473,0,legit
B002474,0,legit
B002475,0,legit
B002476,1,shared infra across multiple fraud users
B002477,1,shared infra across multiple fraud users
B002478,0,legit
B002479,0,legit
B002480,0,legit
B002481,0,legit
B002482,0,legit
B002483,1,new user with risky infra + abnormal velocity
B002484,0,legit
B002485,0,legit
B002486,0,legit
B002487,0,legit
B002488,0,legit
B002489,0,legit
B002490,0,legit
B002491,0,legit
B002492,0,legit
B002493,0,legit
B002494,0,legit
B002495,0,legit
B002496,0,legit
B002497,0,legit
B002498,0,legit
B002499,0,legit
B002500,0,legit
B002501,0,legit
B002502,0,legit
B002503,0,legit
B002504,0,legit
B002505,0,legit
B002506,1,credit bustout: high value international + high loss
B002507,0,legit
B002508,0,legit
B002509,0,legit
B002510,0,legit
B002511,1,shared infra across multiple fraud users
B002512,0,legit
B002513,0,legit
B002514,0,legit
B002515,1,new device/ip + short lead time
B002516,0,legit
B002517,0,legit
B002518,0,legit
B002519,0,legit
B002520,0,legit
B002521,0,legit
B002522,0,legit
B002523,0,legit
B002524,0,legit
B002525,0,legit
B002526,0,legit
B002527,0,legit
B002528,1,shared infra across multiple fraud users
B002529,0,legit
B002530,0,legit
B002531,0,legit
B002532,0,legit
B002533,0,legit
B002534,0,legit
B002535,1,shared infra across multiple fraud users
B002536,0,legit
B002537,0,legit
B002538,0,legit
B002539,0,legit
B002540,0,legit
B002541,0,legit
B002542,0,legit
B002543,0,legit
B002544,1,user has abnormally high cancellation rate
B002545,0,legit
B002546,0,legit
B002547,0,legit
B002548,0,legit
B002549,0,legit
B002550,0,legit
B002551,0,legit
B002552,0,legit
B002553,0,legit
B002554,0,legit
B002555,0,legit
B002556,0,legit
B002557,0,legit
B002558,0,legit
B002559,0,legit
B002560,0,legit
B002561,0,legit
B002562,0,legit
B002563,0,legit
B002564,0,legit
B002565,0,legit
B002566,0,legit
B002567,0,legit
B002568,0,legit
B002569,0,legit
B002570,0,legit
B002571,0,legit
B002572,0,legit
B002573,1,user has abnormally high cancellation rate
B002574,0,legit
B002575,0,legit
B002576,0,legit
B002577,0,legit
B002578,0,legit
B002579,0,legit
B002580,0,legit
B002581,0,legit
B002582,0,legit
B002583,0,legit
B002584,1,new device/ip + short lead time
B002585,0,legit
B002586,0,legit
B002587,0,legit
B002588,0,legit
B002589,1,shared infra across multiple fraud users
B002590,1,new device/ip + short lead time
B002591,0,legit
B002592,0,legit
B002593,0,legit
B002594,0,legit
B002595,0,legit
B002596,0,legit
B002597,0,legit
B002598,1,credit bustout: high value international + high loss
B002599,0,legit
B002600,0,legit
B002601,0,legit
B002602,0,legit
B002603,0,legit
B002604,0,legit
B002605,0,legit
B002606,0,legit
B002607,0,legit
B002608,0,legit
B002609,0,legit
B002610,0,legit
B002611,1,credit bustout: high value international + high loss
B002612,0,legit
B002613,0,legit
B002614,0,legit
B002615,0,legit
B002616,0,legit
B002617,0,legit
B002618,0,legit
B002619,0,legit
B002620,0,legit
B002621,0,legit
B002622,0,legit
B002623,1,burst/automation pattern in activity
B002624,0,legit
B002625,0,legit
B002626,0,legit
B002627,0,legit
B002628,1,new device/ip + short lead time
B002629,0,legit
B002630,1,shared infra across multiple fraud users
B002631,1,burst/automation pattern in activity
B002632,0,legit
B002633,0,legit
B002634,0,legit
B002635,0,legit
B002636,0,legit
B002637,0,legit
B002638,0,legit
B002639,0,legit
B002640,0,legit
B002641,0,legit
B002642,1,new user with risky infra + abnormal velocity
B002643,1,user has abnormally high cancellation rate
B002644,0,legit
B002645,0,legit
B002646,0,legit
B002647,0,legit
B002648,0,legit
B002649,0,legit
B002650,0,legit
B002651,0,legit
B002652,1,new user with risky infra + abnormal velocity
B002653,0,legit
B002654,0,legit
B002655,0,legit
B002656,0,legit
B002657,0,legit
B002658,0,legit
B002659,0,legit
B002660,0,legit
B002661,0,legit
B002662,0,legit
B002663,0,legit
B002664,0,legit
B002665,0,legit
B002666,0,legit
B002667,0,legit
B002668,0,legit
B002669,0,legit
B002670,0,legit
B002671,0,legit
B002672,0,legit
B002673,0,legit
B002674,0,legit
B002675,0,legit
B002676,0,legit
B002677,0,legit
B002678,1,shared infra across multiple fraud users
B002679,0,legit
B002680,0,legit
B002681,0,legit
B002682,0,legit
B002683,0,legit
B002684,0,legit
B002685,0,legit
B002686,0,legit
B002687,1,burst/automation pattern in activity
B002688,0,legit
B002689,0,legit
B002690,0,legit
B002691,0,legit
B002692,0,legit
B002693,0,legit
B002694,0,legit
B002695,0,legit
B002696,0,legit
B002697,0,legit
B002698,0,legit
B002699,0,legit
B002700,0,legit
B002701,0,legit
B002702,0,legit
B002703,0,legit
B002704,0,legit
B002705,0,legit
B002706,0,legit
B002707,0,legit
B002708,0,legit
B002709,0,legit
B002710,0,legit
B002711,0,legit
B002712,0,legit
B002713,0,legit
B002714,0,legit
B002715,0,legit
B002716,0,legit
B002717,0,legit
B002718,0,legit
B002719,0,legit
B002720,0,legit
B002721,0,legit
B002722,0,legit
B002723,0,legit
B002724,0,legit
B002725,0,legit
B002726,0,legit
B002727,0,legit
B002728,0,legit
B002729,0,legit
B002730,0,legit
B002731,0,legit
B002732,0,legit
B002733,0,legit
B002734,0,legit
B002735,0,legit
B002736,0,legit
B002737,0,legit
B002738,0,legit
B002739,0,legit
B002740,0,legit
B002741,0,legit
B002742,0,legit
B002743,0,legit
B002744,0,legit
B002745,0,legit
B002746,0,legit
B002747,0,legit
B002748,0,legit
B002749,0,legit
B002750,0,legit
B002751,0,legit
B002752,0,legit
B002753,0,legit
B002754,0,legit
B002755,0,legit
B002756,0,legit
B002757,0,legit
B002758,0,legit
B002759,0,legit
B002760,0,legit
B002761,0,legit
B002762,0,legit
B002763,0,legit
B002764,0,legit
B002765,0,legit
B002766,0,legit
B002767,0,legit
B002768,0,legit
B002769,0,legit
B002770,1,new device/ip + short lead time
B002771,0,legit
B002772,0,legit
B002773,0,legit
B002774,0,legit
B002775,0,legit
B002776,0,legit
B002777,0,legit
B002778,0,legit
B002779,0,legit
