booking_id,booking_ts,agency_id,user_id,product_type,route_type,origin_country,dest_country,lead_time_days,booking_value,passengers_count,payment_method,booking_status
B001485,2025-02-23 23:34:00,A0081,U00100,package,domestic,UK,UK,2,182.46,1,card,confirmed
B001486,2025-11-14 08:22:00,A0020,U00251,flight,domestic,SG,SG,10,93.13,5,credit_line,confirmed
B001487,2025-06-06 22:02:00,A0056,U00310,hotel,domestic,SG,SG,11,406.04,7,credit_line,confirmed
B001488,2025-12-20 21:42:00,A0133,U00188,flight,domestic,AE,AE,11,40.03,1,credit_line,confirmed
B001489,2025-10-06 01:05:00,A0081,U00432,flight,domestic,US,US,3,236.58,6,credit_line,confirmed
B001490,2025-09-07 17:09:00,A0179,U00642,flight,domestic,SG,SG,11,376.47,2,credit_line,pending
B001491,2025-05-17 08:19:00,A0100,U00001,flight,international,IN,FR,21,3116.68,1,card,confirmed
B001492,2025-04-21 07:09:00,A0187,U00047,flight,domestic,IN,IN,17,126.92,7,credit_line,confirmed
B001493,2025-02-14 08:27:00,A0040,U00043,flight,international,IN,AE,11,1735.91,1,credit_line,confirmed
B001494,2025-10-12 08:22:00,A0114,U00565,hotel,domestic,IN,IN,16,124.31,1,card,confirmed
B001495,2025-01-18 08:36:00,A0114,U00794,package,domestic,US,US,7,137.25,8,credit_line,confirmed
B001496,2025-08-06 16:16:00,A0114,U00302,flight,international,IN,US,29,2815.39,1,credit_line,confirmed
B001497,2025-07-09 07:31:00,A0016,U00115,flight,domestic,US,US,13,209.13,2,credit_line,confirmed
B001498,2025-06-17 16:12:00,A0123,U00173,flight,international,IN,AE,32,1587.17,7,credit_line,confirmed
B001499,2025-07-21 23:26:00,A0040,U00311,flight,domestic,IN,IN,18,320.98,7,credit_line,confirmed
B001500,2025-08-08 12:16:00,A0039,U00653,hotel,domestic,US,US,12,360.63,1,bank,confirmed
B001501,2025-01-12 16:29:00,A0037,U00675,flight,international,IN,IN,75,1190.7,2,credit_line,confirmed
B001502,2025-01-04 03:22:00,A0106,U00587,flight,international,AE,TH,85,454.16,1,credit_line,confirmed
B001503,2025-10-25 14:15:00,A0097,U00623,hotel,domestic,US,US,12,170.25,1,card,pending
B001504,2025-09-23 14:38:00,A0193,U00391,hotel,international,US,US,32,2002.15,7,card,confirmed
B001505,2025-03-24 08:16:00,A0033,U00535,flight,international,UK,UK,1,21857.35,2,credit_line,confirmed
B001506,2025-12-11 16:16:00,A0198,U00748,flight,domestic,US,US,8,152.73,1,credit_line,confirmed
B001507,2025-04-23 04:25:00,A0131,U00445,flight,international,SG,SG,75,1026.82,3,credit_line,confirmed
B001508,2025-02-17 08:05:00,A0039,U00356,flight,international,IN,DE,10,1562.2,1,credit_line,confirmed
B001509,2025-10-29 03:51:00,A0179,U00642,flight,domestic,UK,UK,10,140.99,9,credit_line,confirmed
B001510,2025-01-22 07:56:00,A0068,U00383,flight,international,US,US,0,13260.21,3,credit_line,confirmed
B001511,2025-01-05 17:54:00,A0123,U00557,package,international,AE,UK,51,634.91,2,credit_line,confirmed
B001512,2025-12-25 22:13:00,A0150,U00541,flight,domestic,IN,IN,15,260.5,2,credit_line,confirmed
B001513,2025-07-01 16:09:00,A0050,U00640,flight,domestic,AE,AE,6,253.3,6,credit_line,confirmed
B001514,2025-01-13 14:59:00,A0125,U00264,flight,domestic,SG,SG,14,1273.48,6,credit_line,confirmed
B001515,2025-07-20 06:03:00,A0122,U00028,flight,domestic,IN,IN,6,115.15,7,credit_line,pending
B001516,2025-03-13 15:13:00,A0175,U00397,hotel,domestic,UK,UK,1,159.55,2,credit_line,confirmed
B001517,2025-11-26 13:39:00,A0049,U00728,flight,international,AE,AE,18,3141.32,5,bank,confirmed
B001518,2025-02-01 23:05:00,A0035,U00747,flight,international,SG,FR,78,474.34,2,credit_line,confirmed
B001519,2025-06-30 18:01:00,A0011,U00044,flight,domestic,IN,IN,11,908.14,3,credit_line,confirmed
B001520,2025-08-12 15:10:00,A0022,U00580,flight,international,IN,IN,49,970.12,2,credit_line,confirmed
B001521,2025-10-17 10:19:00,A0148,U00529,flight,domestic,SG,SG,6,86.24,3,credit_line,confirmed
B001522,2025-09-05 08:51:00,A0096,U00172,flight,domestic,AE,AE,9,254.1,2,credit_line,confirmed
B001523,2025-08-02 15:13:00,A0181,U00477,flight,domestic,IN,IN,9,206.58,1,bank,confirmed
B001524,2025-01-23 16:24:00,A0173,U00192,flight,international,IN,DE,12,700.5,1,credit_line,confirmed
B001525,2025-04-10 15:32:00,A0096,U00172,flight,domestic,IN,IN,3,139.2,7,credit_line,confirmed
B001526,2025-11-19 07:33:00,A0059,U00323,hotel,domestic,AE,AE,19,290.97,2,credit_line,confirmed
B001527,2025-06-06 16:48:00,A0026,U00796,hotel,domestic,US,US,11,97.3,7,credit_line,confirmed
B001528,2025-12-08 01:27:00,A0131,U00145,hotel,international,UK,US,2,2050.72,3,credit_line,confirmed
B001529,2025-02-14 09:10:00,A0198,U00216,hotel,international,US,DE,46,868.97,1,credit_line,confirmed
B001530,2025-08-09 21:03:00,A0145,U00795,flight,domestic,AE,AE,8,853.57,1,credit_line,confirmed
B001531,2025-12-11 13:02:00,A0012,U00355,hotel,domestic,AE,AE,6,465.09,4,credit_line,confirmed
B001532,2025-10-03 22:28:00,A0183,U00149,flight,international,IN,IN,70,582.68,1,credit_line,confirmed
B001533,2025-09-28 08:17:00,A0184,U00762,flight,international,UK,SG,21,1028.63,1,card,failed
B001534,2025-01-29 21:18:00,A0083,U00097,flight,domestic,IN,IN,8,327.57,1,credit_line,failed
B001535,2025-12-05 05:08:00,A0053,U00021,flight,international,UK,FR,71,200.0,2,credit_line,confirmed
B001536,2025-12-13 04:35:00,A0172,U00078,package,international,IN,US,19,738.12,1,credit_line,confirmed
B001537,2025-08-23 01:24:00,A0060,U00376,flight,domestic,IN,IN,16,153.75,1,credit_line,confirmed
B001538,2025-01-19 06:16:00,A0120,U00263,flight,domestic,IN,IN,10,86.37,3,credit_line,pending
B001539,2025-04-14 13:38:00,A0108,U00150,flight,domestic,UK,UK,3,202.02,8,credit_line,confirmed
B001540,2025-04-22 02:04:00,A0151,U00118,flight,international,IN,TH,53,1021.63,9,credit_line,pending
B001541,2025-11-23 01:09:00,A0133,U00291,flight,domestic,IN,IN,8,126.36,6,credit_line,confirmed
B001542,2025-02-14 23:31:00,A0016,U00115,flight,domestic,US,US,8,432.09,1,credit_line,confirmed
B001543,2025-12-14 05:30:00,A0148,U00737,flight,international,SG,US,29,2321.37,1,credit_line,confirmed
B001544,2025-03-10 19:14:00,A0131,U00473,hotel,international,IN,US,21,2300.68,1,credit_line,confirmed
B001545,2025-12-30 06:56:00,A0025,U00593,flight,domestic,IN,IN,14,203.84,3,credit_line,confirmed
B001546,2025-10-19 21:31:00,A0007,U00402,flight,domestic,IN,IN,17,240.47,5,credit_line,confirmed
B001547,2025-07-26 23:10:00,A0176,U00128,hotel,domestic,AE,AE,12,514.49,2,credit_line,confirmed
B001548,2025-04-08 21:33:00,A0184,U00696,package,domestic,UK,UK,5,104.74,1,credit_line,confirmed
B001549,2025-02-27 13:50:00,A0033,U00315,flight,international,IN,AE,56,687.65,6,credit_line,confirmed
B001550,2025-05-06 15:34:00,A0005,U00244,flight,domestic,US,US,15,367.15,2,credit_line,confirmed
B001551,2025-09-22 16:16:00,A0006,U00560,package,domestic,IN,IN,11,269.38,1,credit_line,confirmed
B001552,2025-12-23 10:31:00,A0105,U00272,flight,international,IN,SG,15,921.87,2,credit_line,confirmed
B001553,2025-12-17 17:22:00,A0032,U00509,flight,domestic,US,US,13,256.74,1,credit_line,confirmed
B001554,2025-04-24 19:18:00,A0123,U00173,flight,domestic,IN,IN,19,107.41,1,credit_line,confirmed
B001555,2025-04-18 07:25:00,A0010,U00183,package,domestic,US,US,12,250.15,3,credit_line,confirmed
B001556,2025-11-18 22:49:00,A0108,U00735,package,international,UK,UK,83,861.62,3,credit_line,confirmed
B001557,2025-11-10 21:49:00,A0098,U00270,hotel,domestic,IN,IN,12,464.62,1,credit_line,confirmed
B001558,2025-09-11 06:19:00,A0016,U00115,flight,domestic,AE,AE,18,238.58,2,credit_line,confirmed
B001559,2025-10-07 12:41:00,A0158,U00184,flight,domestic,AE,AE,4,201.93,4,credit_line,confirmed
B001560,2025-01-23 16:06:00,A0074,U00237,flight,international,US,AE,52,1113.76,6,credit_line,confirmed
B001561,2025-02-22 20:46:00,A0095,U00507,hotel,domestic,IN,IN,15,237.13,2,credit_line,confirmed
B001562,2025-12-24 00:36:00,A0110,U00236,package,domestic,IN,IN,5,320.7,1,credit_line,confirmed
B001563,2025-06-27 05:37:00,A0008,U00666,flight,international,IN,TH,63,1119.88,1,card,confirmed
B001564,2025-09-24 22:22:00,A0160,U00345,hotel,international,SG,FR,11,4826.27,5,credit_line,confirmed
B001565,2025-02-21 13:16:00,A0162,U00650,flight,international,IN,TH,39,1210.2,1,credit_line,confirmed
B001566,2025-02-22 19:47:00,A0072,U00230,flight,domestic,IN,IN,6,271.37,4,card,confirmed
B001567,2025-01-07 20:39:00,A0008,U00098,hotel,international,US,TH,49,1675.71,2,credit_line,confirmed
B001568,2025-04-05 20:55:00,A0126,U00771,flight,domestic,IN,IN,6,55.04,2,credit_line,pending
B001569,2025-05-05 07:16:00,A0093,U00620,flight,domestic,IN,IN,7,353.65,2,card,confirmed
B001570,2025-10-30 11:24:00,A0159,U00350,flight,domestic,SG,SG,18,738.72,1,credit_line,confirmed
B001571,2025-08-29 11:01:00,A0010,U00703,hotel,domestic,UK,UK,4,250.63,3,card,confirmed
B001572,2025-05-26 23:10:00,A0056,U00731,hotel,domestic,IN,IN,14,247.98,1,card,confirmed
B001573,2025-12-03 00:03:00,A0084,U00768,package,domestic,IN,IN,11,231.62,2,credit_line,confirmed
B001574,2025-09-18 04:33:00,A0031,U00701,hotel,international,IN,AE,16,694.51,1,credit_line,confirmed
B001575,2025-12-23 10:24:00,A0099,U00250,flight,domestic,IN,IN,18,205.26,1,credit_line,confirmed
B001576,2025-03-04 14:21:00,A0123,U00275,flight,domestic,SG,SG,2,225.39,1,card,pending
B001577,2025-09-19 21:57:00,A0148,U00737,package,domestic,AE,AE,2,311.53,1,credit_line,confirmed
B001578,2025-07-24 00:52:00,A0181,U00203,flight,international,SG,TH,16,1757.55,1,credit_line,confirmed
B001579,2025-04-04 21:03:00,A0160,U00532,hotel,domestic,AE,AE,11,270.39,1,bank,confirmed
B001580,2025-10-18 05:02:00,A0139,U00286,hotel,domestic,UK,UK,18,161.53,5,credit_line,confirmed
B001581,2025-05-22 09:43:00,A0020,U00715,hotel,domestic,AE,AE,7,375.93,2,card,confirmed
B001582,2025-01-12 10:50:00,A0056,U00731,flight,international,US,IN,48,3441.79,4,credit_line,confirmed
B001583,2025-10-25 12:10:00,A0180,U00400,flight,domestic,AE,AE,2,237.15,6,bank,confirmed
B001584,2025-11-07 05:32:00,A0157,U00422,hotel,domestic,UK,UK,14,244.23,2,bank,confirmed
B001585,2025-12-01 16:26:00,A0021,U00502,hotel,domestic,IN,IN,7,140.53,2,credit_line,confirmed
B001586,2025-01-27 11:30:00,A0188,U00365,hotel,international,IN,DE,39,1986.73,3,credit_line,confirmed
B001587,2025-11-18 20:05:00,A0086,U00786,flight,domestic,UK,UK,18,199.47,3,bank,confirmed
B001588,2025-09-14 13:18:00,A0166,U00003,flight,domestic,IN,IN,8,155.42,2,card,confirmed
B001589,2025-09-18 19:41:00,A0017,U00005,hotel,domestic,AE,AE,16,168.29,2,credit_line,confirmed
B001590,2025-04-11 20:50:00,A0199,U00486,hotel,international,UK,US,48,1466.51,2,card,confirmed
B001591,2025-05-07 13:15:00,A0026,U00796,hotel,domestic,UK,UK,9,212.83,6,credit_line,confirmed
B001592,2025-10-09 00:56:00,A0174,U00463,flight,domestic,AE,AE,6,433.8,3,bank,pending
B001593,2025-10-31 12:50:00,A0017,U00137,package,domestic,IN,IN,7,146.9,1,credit_line,confirmed
B001594,2025-10-05 15:02:00,A0074,U00373,flight,domestic,IN,IN,9,262.01,1,bank,confirmed
B001595,2025-08-30 06:55:00,A0076,U00521,hotel,domestic,US,US,7,115.2,2,credit_line,confirmed
B001596,2025-12-11 06:13:00,A0119,U00551,flight,domestic,IN,IN,9,112.61,1,credit_line,confirmed
B001597,2025-08-21 10:25:00,A0060,U00297,flight,international,UK,SG,2,397.06,10,credit_line,confirmed
B001598,2025-10-14 13:19:00,A0053,U00602,hotel,domestic,IN,IN,12,362.82,2,credit_line,confirmed
B001599,2025-03-06 00:39:00,A0037,U00611,flight,international,IN,SG,12,2495.78,4,credit_line,confirmed
B001600,2025-04-25 14:24:00,A0139,U00702,flight,domestic,IN,IN,12,45.6,1,credit_line,confirmed
B001601,2025-01-22 14:59:00,A0145,U00259,flight,international,SG,AE,37,1488.83,3,credit_line,confirmed
B001602,2025-12-18 08:30:00,A0012,U00589,hotel,domestic,IN,IN,18,157.57,2,credit_line,confirmed
B001603,2025-05-14 06:49:00,A0200,U00103,flight,domestic,IN,IN,5,235.56,6,credit_line,confirmed
B001604,2025-08-22 04:22:00,A0176,U00128,flight,domestic,IN,IN,5,211.03,7,credit_line,confirmed
B001605,2025-08-21 11:56:00,A0116,U00132,package,international,IN,AE,61,1159.45,3,credit_line,confirmed
B001606,2025-06-29 04:06:00,A0062,U00223,flight,international,IN,TH,18,676.83,1,credit_line,confirmed
B001607,2025-12-20 21:23:00,A0058,U00340,flight,domestic,IN,IN,1,139.78,2,credit_line,confirmed
B001608,2025-08-19 16:27:00,A0154,U00063,flight,domestic,UK,UK,6,139.35,1,credit_line,confirmed
B001609,2025-02-11 14:39:00,A0146,U00197,package,domestic,IN,IN,7,162.08,2,credit_line,failed
B001610,2025-08-28 00:39:00,A0047,U00247,flight,domestic,IN,IN,8,312.41,2,card,pending
B001611,2025-11-16 23:37:00,A0081,U00060,hotel,domestic,US,US,14,520.16,2,bank,confirmed
B001612,2025-10-27 04:38:00,A0132,U00577,flight,domestic,IN,IN,15,130.18,1,credit_line,confirmed
B001613,2025-07-28 12:39:00,A0084,U00187,hotel,domestic,US,US,7,289.56,2,credit_line,confirmed
B001614,2025-07-22 16:00:00,A0178,U00568,hotel,international,IN,DE,84,371.7,1,credit_line,confirmed
B001615,2025-04-04 15:25:00,A0008,U00098,flight,international,IN,DE,13,441.43,1,card,confirmed
B001616,2025-01-18 07:56:00,A0095,U00507,flight,domestic,IN,IN,9,219.22,4,card,confirmed
B001617,2025-07-03 02:32:00,A0009,U00490,hotel,international,AE,TH,27,2251.61,4,credit_line,confirmed
B001618,2025-09-28 18:45:00,A0005,U00245,flight,international,AE,AE,0,19649.67,2,credit_line,confirmed
B001619,2025-03-02 01:31:00,A0113,U00046,package,international,IN,DE,65,972.94,5,credit_line,confirmed
B001620,2025-01-31 23:08:00,A0188,U00493,flight,domestic,UK,UK,14,416.65,2,credit_line,confirmed
B001621,2025-05-21 00:57:00,A0005,U00785,hotel,international,AE,IN,35,910.27,1,card,confirmed
B001622,2025-03-10 20:32:00,A0013,U00358,flight,domestic,IN,IN,18,163.59,1,card,confirmed
B001623,2025-10-15 07:27:00,A0072,U00567,hotel,domestic,AE,AE,10,234.96,2,credit_line,confirmed
B001624,2025-08-23 17:57:00,A0011,U00044,flight,international,UK,SG,57,1813.45,5,bank,pending
B001625,2025-01-12 05:27:00,A0130,U00740,flight,domestic,IN,IN,11,108.08,1,credit_line,confirmed
B001626,2025-03-18 22:22:00,A0022,U00429,flight,domestic,IN,IN,1,110.19,1,card,confirmed
B001627,2025-12-01 00:45:00,A0077,U00538,flight,domestic,UK,UK,2,317.05,2,bank,confirmed
B001628,2025-04-01 19:35:00,A0077,U00538,flight,international,US,IN,25,1025.55,1,credit_line,confirmed
B001629,2025-01-25 05:29:00,A0080,U00707,flight,domestic,IN,IN,3,297.26,2,credit_line,confirmed
B001630,2025-08-02 18:22:00,A0124,U00288,hotel,domestic,US,US,17,101.65,1,bank,pending
B001631,2025-06-07 05:26:00,A0109,U00062,flight,domestic,IN,IN,3,162.83,1,bank,confirmed
B001632,2025-04-05 06:33:00,A0139,U00404,hotel,domestic,US,US,1,370.67,7,bank,confirmed
B001633,2025-06-09 08:49:00,A0111,U00052,flight,domestic,SG,SG,4,379.67,3,credit_line,confirmed
B001634,2025-10-10 13:46:00,A0076,U00009,flight,international,US,TH,37,944.94,1,credit_line,confirmed
B001635,2025-07-06 12:57:00,A0082,U00607,flight,international,UK,UK,0,14966.06,2,credit_line,confirmed
B001636,2025-10-14 00:45:00,A0067,U00309,package,domestic,IN,IN,17,290.7,1,credit_line,confirmed
B001637,2025-05-16 01:39:00,A0187,U00047,hotel,domestic,IN,IN,11,226.4,4,credit_line,confirmed
B001638,2025-12-30 17:24:00,A0115,U00307,flight,domestic,AE,AE,4,240.54,4,credit_line,confirmed
B001639,2025-05-15 01:53:00,A0079,U00408,hotel,international,IN,UK,75,623.3,2,credit_line,confirmed
B001640,2025-09-22 16:30:00,A0158,U00371,flight,domestic,AE,AE,16,188.51,2,bank,confirmed
B001641,2025-07-09 13:36:00,A0012,U00355,flight,international,US,IN,9,1430.5,1,credit_line,confirmed
B001642,2025-12-06 15:54:00,A0175,U00787,flight,domestic,IN,IN,5,472.03,1,credit_line,confirmed
B001643,2025-04-12 05:40:00,A0198,U00295,flight,domestic,AE,AE,18,389.48,2,credit_line,confirmed
B001644,2025-11-10 18:16:00,A0007,U00402,flight,domestic,IN,IN,3,362.07,2,card,confirmed
B001645,2025-08-28 12:11:00,A0082,U00607,hotel,international,SG,AE,1,17616.03,1,credit_line,confirmed
B001646,2025-08-16 11:32:00,A0002,U00353,flight,international,IN,SG,16,761.4,2,credit_line,confirmed
B001647,2025-01-08 15:22:00,A0051,U00605,hotel,domestic,IN,IN,2,176.8,2,credit_line,confirmed
B001648,2025-01-23 14:36:00,A0037,U00378,flight,international,US,IN,73,590.78,1,credit_line,confirmed
B001649,2025-12-10 07:21:00,A0012,U00106,flight,domestic,UK,UK,1,188.91,3,credit_line,confirmed
B001650,2025-06-03 23:46:00,A0061,U00069,hotel,international,UK,TH,71,771.41,1,credit_line,confirmed
B001651,2025-01-05 13:23:00,A0108,U00141,hotel,international,UK,TH,85,1331.32,2,credit_line,confirmed
B001652,2025-05-27 12:35:00,A0044,U00730,package,international,AE,US,33,1269.9,2,card,confirmed
B001653,2025-04-17 14:40:00,A0093,U00232,flight,international,UK,US,7,722.37,4,credit_line,confirmed
B001654,2025-12-07 01:16:00,A0008,U00467,hotel,international,IN,AE,17,1930.99,2,card,confirmed
B001655,2025-10-21 11:38:00,A0092,U00528,hotel,international,IN,IN,3,585.42,1,credit_line,confirmed
B001656,2025-07-05 01:36:00,A0190,U00027,flight,domestic,IN,IN,19,852.85,1,credit_line,confirmed
B001657,2025-07-02 04:08:00,A0160,U00409,flight,domestic,IN,IN,17,396.46,1,credit_line,confirmed
B001658,2025-07-11 23:43:00,A0153,U00200,flight,domestic,IN,IN,6,103.6,4,credit_line,confirmed
B001659,2025-03-25 16:17:00,A0111,U00733,flight,international,IN,US,86,1597.42,4,card,confirmed
B001660,2025-04-16 05:21:00,A0105,U00272,flight,domestic,AE,AE,18,183.85,3,card,failed
B001661,2025-08-10 03:57:00,A0147,U00596,package,domestic,IN,IN,9,185.6,7,card,confirmed
B001662,2025-11-09 08:34:00,A0040,U00066,flight,international,UK,TH,19,990.6,2,credit_line,confirmed
B001663,2025-03-23 02:15:00,A0118,U00101,hotel,international,AE,SG,9,2441.03,2,credit_line,confirmed
B001664,2025-01-24 04:08:00,A0098,U00312,hotel,domestic,US,US,18,130.19,5,credit_line,pending
B001665,2025-03-14 02:41:00,A0056,U00056,flight,domestic,IN,IN,17,370.22,1,credit_line,confirmed
B001666,2025-12-07 20:46:00,A0033,U00535,flight,international,SG,SG,1,16159.7,1,credit_line,confirmed
B001667,2025-09-21 02:48:00,A0191,U00622,flight,domestic,SG,SG,14,124.54,6,bank,confirmed
B001668,2025-05-27 17:33:00,A0094,U00627,hotel,international,US,IN,10,2332.35,2,credit_line,confirmed
B001669,2025-01-07 01:24:00,A0041,U00002,package,international,IN,DE,43,2145.17,3,credit_line,confirmed
B001670,2025-10-04 14:20:00,A0150,U00541,flight,domestic,IN,IN,9,69.18,3,credit_line,pending
B001671,2025-02-24 18:32:00,A0064,U00454,hotel,domestic,IN,IN,15,509.83,3,credit_line,failed
B001672,2025-12-17 20:41:00,A0198,U00608,flight,international,IN,SG,83,988.88,2,bank,confirmed
B001673,2025-06-09 03:36:00,A0016,U00180,hotel,domestic,AE,AE,7,215.4,3,credit_line,confirmed
B001674,2025-03-03 00:04:00,A0042,U00072,flight,domestic,UK,UK,6,436.1,1,credit_line,confirmed
B001675,2025-03-04 07:51:00,A0194,U00357,flight,international,IN,IN,38,2222.74,1,credit_line,confirmed
B001676,2025-04-01 03:37:00,A0167,U00133,flight,international,IN,DE,75,1175.66,2,credit_line,confirmed
B001677,2025-11-23 18:27:00,A0100,U00332,flight,domestic,IN,IN,17,311.71,3,credit_line,confirmed
B001678,2025-02-10 12:06:00,A0026,U00111,flight,international,IN,SG,39,2845.49,1,credit_line,confirmed
B001679,2025-12-30 09:32:00,A0095,U00507,hotel,domestic,US,US,17,205.18,4,bank,confirmed
B001680,2025-05-01 04:34:00,A0094,U00627,flight,domestic,US,US,14,137.02,1,credit_line,confirmed
B001681,2025-01-17 16:22:00,A0028,U00722,hotel,domestic,IN,IN,5,242.25,4,credit_line,confirmed
B001682,2025-02-28 15:38:00,A0041,U00678,flight,domestic,IN,IN,18,127.99,3,credit_line,confirmed
B001683,2025-04-13 23:57:00,A0054,U00526,hotel,domestic,US,US,8,357.58,1,credit_line,confirmed
B001684,2025-10-08 00:43:00,A0181,U00755,hotel,domestic,IN,IN,10,123.13,1,credit_line,confirmed
B001685,2025-10-10 18:42:00,A0047,U00437,hotel,international,SG,IN,6,840.13,5,credit_line,confirmed
B001686,2025-10-03 12:22:00,A0084,U00187,flight,domestic,US,US,3,347.25,1,credit_line,confirmed
B001687,2025-08-01 20:25:00,A0062,U00258,flight,domestic,AE,AE,2,202.04,1,card,confirmed
B001688,2025-12-30 13:18:00,A0059,U00130,hotel,domestic,IN,IN,14,254.9,6,credit_line,confirmed
B001689,2025-01-21 12:13:00,A0129,U00780,flight,domestic,IN,IN,4,291.39,1,credit_line,confirmed
B001690,2025-06-11 03:13:00,A0117,U00011,flight,domestic,US,US,17,136.44,2,credit_line,confirmed
B001691,2025-04-14 17:48:00,A0055,U00092,flight,domestic,IN,IN,17,153.39,1,credit_line,confirmed
B001692,2025-04-08 01:31:00,A0133,U00291,hotel,international,IN,DE,55,3482.98,2,credit_line,confirmed
B001693,2025-03-12 02:40:00,A0039,U00349,hotel,domestic,UK,UK,9,287.29,3,credit_line,confirmed
B001694,2025-04-13 14:25:00,A0008,U00666,hotel,domestic,UK,UK,3,164.47,2,card,confirmed
B001695,2025-07-18 06:59:00,A0146,U00197,flight,domestic,AE,AE,4,233.76,4,credit_line,confirmed
B001696,2025-03-14 08:02:00,A0072,U00290,flight,domestic,IN,IN,2,180.93,4,credit_line,confirmed
B001697,2025-04-01 18:24:00,A0100,U00598,package,international,AE,AE,9,2357.68,2,credit_line,pending
B001698,2025-04-18 11:39:00,A0131,U00445,flight,domestic,IN,IN,8,220.27,3,credit_line,confirmed
B001699,2025-11-28 22:05:00,A0178,U00256,flight,domestic,IN,IN,18,188.96,1,bank,confirmed
B001700,2025-02-22 17:37:00,A0179,U00517,flight,international,UK,US,70,660.41,2,credit_line,confirmed
B001701,2025-09-30 20:08:00,A0086,U00786,flight,domestic,IN,IN,8,286.2,3,credit_line,confirmed
B001702,2025-04-08 02:30:00,A0032,U00425,flight,domestic,IN,IN,7,166.06,3,credit_line,confirmed
B001703,2025-10-10 06:57:00,A0120,U00153,flight,international,IN,TH,37,2535.19,1,credit_line,confirmed
B001704,2025-06-29 23:48:00,A0145,U00464,flight,international,AE,IN,31,427.21,4,credit_line,confirmed
B001705,2025-06-20 09:00:00,A0049,U00553,flight,domestic,UK,UK,2,151.07,3,credit_line,pending
B001706,2025-01-23 14:28:00,A0149,U00099,hotel,domestic,UK,UK,4,281.82,1,credit_line,confirmed
B001707,2025-09-13 15:21:00,A0037,U00611,flight,international,SG,IN,31,1332.49,1,card,confirmed
B001708,2025-06-06 01:31:00,A0180,U00400,flight,domestic,SG,SG,7,142.52,3,credit_line,confirmed
B001709,2025-04-18 14:26:00,A0123,U00275,hotel,domestic,SG,SG,18,376.23,3,credit_line,confirmed
B001710,2025-12-01 15:15:00,A0048,U00324,package,domestic,IN,IN,12,339.64,7,credit_line,confirmed
B001711,2025-10-16 13:05:00,A0008,U00666,flight,domestic,IN,IN,14,131.5,1,credit_line,confirmed
B001712,2025-06-24 08:20:00,A0092,U00569,hotel,domestic,SG,SG,7,184.43,2,bank,confirmed
B001713,2025-10-04 13:50:00,A0037,U00146,flight,domestic,IN,IN,6,117.85,8,credit_line,confirmed
B001714,2025-03-11 11:00:00,A0086,U00527,flight,international,IN,UK,87,1140.65,6,credit_line,confirmed
B001715,2025-12-18 03:06:00,A0032,U00425,flight,domestic,IN,IN,19,178.98,2,card,confirmed
B001716,2025-02-16 10:06:00,A0114,U00302,flight,domestic,AE,AE,15,156.76,2,credit_line,confirmed
B001717,2025-09-05 19:06:00,A0136,U00600,hotel,domestic,AE,AE,19,295.75,6,credit_line,confirmed
B001718,2025-11-04 15:05:00,A0147,U00317,flight,international,UK,AE,45,2155.07,1,credit_line,confirmed
B001719,2025-07-22 09:36:00,A0033,U00535,flight,international,AE,AE,1,18264.46,9,credit_line,confirmed
B001720,2025-12-07 02:13:00,A0108,U00735,hotel,domestic,US,US,11,247.58,9,credit_line,confirmed
B001721,2025-09-19 08:10:00,A0022,U00429,flight,domestic,IN,IN,13,81.57,7,card,confirmed
B001722,2025-10-12 01:42:00,A0034,U00166,hotel,domestic,AE,AE,4,200.92,8,credit_line,confirmed
B001723,2025-10-16 16:19:00,A0079,U00468,hotel,international,IN,UK,7,2212.71,1,credit_line,confirmed
B001724,2025-12-12 10:25:00,A0032,U00113,flight,domestic,IN,IN,2,214.91,1,credit_line,confirmed
B001725,2025-08-04 15:46:00,A0049,U00087,package,domestic,US,US,14,319.07,1,card,confirmed
B001726,2025-09-05 15:31:00,A0084,U00684,flight,international,IN,IN,21,2756.04,1,credit_line,confirmed
B001727,2025-04-24 07:08:00,A0021,U00502,flight,domestic,IN,IN,11,91.2,2,credit_line,confirmed
B001728,2025-03-22 10:27:00,A0038,U00767,flight,domestic,AE,AE,11,289.97,3,credit_line,confirmed
B001729,2025-11-22 06:20:00,A0007,U00125,hotel,domestic,IN,IN,19,249.02,5,card,confirmed
B001730,2025-07-21 21:14:00,A0193,U00694,hotel,domestic,AE,AE,17,496.78,1,credit_line,confirmed
B001731,2025-03-03 02:35:00,A0020,U00251,flight,domestic,IN,IN,17,143.97,2,credit_line,confirmed
B001732,2025-01-29 05:38:00,A0096,U00172,flight,domestic,IN,IN,2,381.81,2,credit_line,confirmed
B001733,2025-11-11 04:00:00,A0057,U00015,flight,domestic,UK,UK,2,191.28,4,bank,confirmed
B001734,2025-09-23 19:44:00,A0007,U00575,hotel,domestic,SG,SG,13,224.25,1,credit_line,confirmed
B001735,2025-08-11 10:58:00,A0007,U00125,hotel,international,IN,AE,67,1363.66,1,card,confirmed
B001736,2025-05-18 21:39:00,A0059,U00322,hotel,international,AE,FR,1,19772.33,1,credit_line,confirmed
B001737,2025-09-17 17:36:00,A0166,U00335,hotel,international,UK,IN,8,748.54,2,credit_line,confirmed
B001738,2025-11-06 22:08:00,A0142,U00193,flight,domestic,UK,UK,4,232.7,4,card,confirmed
