,is_vpn_or_proxy,device_switch_flag,avg_logins_per_day,failed_login_ratio
B001464,0.0,1.0,0.541400172860847,0.1863354037267081
B001465,0.0,0.0,0.08573898012100259,0.09429700734048561
B001466,0.0,0.0,0.13569576490924803,0.05420666290231507
B001467,0.0,0.0,0.04338807260155574,0.07095802747976662
B001468,1.0,0.0,0.4271391529818496,1.0
B001469,0.0,0.0,0.10821089023336214,0.17711274233013363
B001470,0.0,0.0,0.06603284356093345,0.015433841520798044
B001471,0.0,0.0,0.17130509939498703,0.01336344814605684
B001472,0.0,0.0,0.017286084701815037,0.08262751741012611
B001473,0.0,0.0,0.14243733794295593,0.06644080557124037
B001474,0.0,0.0,0.08815903197925669,0.026726896292113684
B001475,0.0,0.0,0.1191011235955056,0.02653867871259176
B001476,0.0,0.0,0.12670700086430423,0.011857707509881424
B001477,0.0,0.0,0.051166810717372516,0.09504987765857331
B001478,0.0,0.0,0.05410544511668107,0.1266704310182571
B001479,1.0,0.0,0.4369922212618842,0.16337285902503296
B001480,0.0,0.0,0.043215211754537596,0.09072087332956898
B001481,0.0,0.0,0.08746758859118409,0.03312629399585921
B001482,0.0,0.0,0.12981849611063093,0.027667984189723323
B001483,0.0,0.0,0.07571305099394987,0.14473931865236211
B001484,0.0,0.0,0.13050993949870354,0.0798042537172972
B001485,0.0,0.0,0.10890233362143474,0.012610577827969132
B001486,0.0,0.0,0.1661192739844425,0.015057406361754188
B001487,0.0,0.0,0.021261884183232497,0.05665349143610013
B001488,0.0,0.0,0.10924805531547105,0.11048371917937136
B001489,0.0,0.0,0.027484874675885913,0.0798042537172972
B001490,1.0,0.0,0.06534140017286084,0.04084321475625824
B001491,0.0,0.0,0.018150388936905792,0.07679277244494637
B001492,0.0,0.0,0.0,0.1507622811970638
B001493,0.0,0.0,0.05064822817631807,0.12460003764351592
B001494,1.0,0.0,0.14399308556611928,0.019574628270280447
B001495,0.0,0.0,0.10821089023336214,0.17711274233013363
B001496,0.0,0.0,0.08159031979256698,0.10577827969132317
B001497,0.0,1.0,0.6821089023336214,0.23602484472049687
B001498,0.0,0.0,0.12480553154710457,0.03293807641633728
B001499,0.0,0.0,0.0,0.051759834368530024
B001500,0.0,0.0,0.11581676750216076,0.14850367024280067
B001501,0.0,0.0,0.09403630077787381,0.06757011104837192
B001502,0.0,0.0,0.16802074330164218,0.03726708074534161
B001503,0.0,0.0,0.10527225583405359,0.05665349143610013
B001504,0.0,0.0,0.10043215211754537,0.04310182571052136
B001505,0.0,0.0,0.20864304235090753,0.06361754187841145
B001506,0.0,0.0,0.12307692307692307,0.17880670054583098
B001507,0.0,0.0,0.10008643042350908,0.047807265198569544
B001508,0.0,0.0,0.029732065687121865,0.004705439488048183
B001509,0.0,0.0,0.06534140017286084,0.04084321475625824
B001510,0.0,0.0,0.3455488331892826,0.14530397139092793
B001511,0.0,0.0,0.12238547968885047,0.011293054771315642
B001512,0.0,0.0,0.12307692307692307,0.010540184453227932
B001513,0.0,0.0,0.14866032843560933,0.0694522868435912
B001514,0.0,0.0,0.0,0.003764351590438546
B001515,0.0,0.0,0.22212618841832324,0.048560135516657256
B001516,0.0,0.0,0.1063094209161625,0.13514022209674384
B001517,0.0,0.0,0.1382886776145203,0.017127799736495388
B001518,0.0,0.0,0.09144338807260155,0.03049124788255223
B001519,0.0,0.0,0.1619706136560069,0.0702051571616789
B001520,0.0,0.0,0.07899740708729473,0.023903632599284776
B001521,0.0,0.0,0.0,0.012422360248447206
B001522,0.0,0.0,0.024891961970613656,0.09072087332956898
B001523,0.0,0.0,0.0,0.015433841520798044
B001524,0.0,0.0,0.1139152981849611,0.040466779597214377
B001525,0.0,0.0,0.024891961970613656,0.09072087332956898
B001526,1.0,0.0,0.7035436473638721,0.18332392245435725
B001527,0.0,0.0,0.08452895419187553,0.041784302653867865
B001528,0.0,1.0,0.541400172860847,0.1863354037267081
B001529,0.0,0.0,0.11564390665514261,0.11613024656502918
B001530,0.0,0.0,0.07968885047536733,0.07999247129681913
B001531,0.0,0.0,0.047363872082973206,0.038584603801995104
B001532,0.0,0.0,0.11979256698357821,0.08375682288725768
B001533,0.0,0.0,0.014347450302506481,0.1197063805759458
B001534,0.0,0.0,0.07778738115816768,0.09053265575004706
B001535,0.0,0.0,0.03837510803802939,0.039337474120082816
B001536,0.0,0.0,0.19567847882454625,0.05947675512892905
B001537,0.0,0.0,0.1598962834917891,0.0033879164313946925
B001538,0.0,0.0,0.13189282627484875,0.11123658949745906
B001539,0.0,0.0,0.14762316335350043,0.027856201769245248
B001540,0.0,0.0,0.029213483146067414,0.06041784302653869
B001541,0.0,0.0,0.13396715643906654,0.03124411820063994
B001542,0.0,1.0,0.6821089023336214,0.23602484472049687
B001543,0.0,1.0,0.19965427830596372,0.9113495200451721
B001544,0.0,0.0,0.1159896283491789,0.02503293807641634
B001545,0.0,0.0,0.12048401037165081,0.008846226237530586
B001546,0.0,0.0,0.045980985306828,0.017504234895539244
B001547,0.0,0.0,0.08885047536732929,0.11613024656502918
B001548,0.0,1.0,0.31961970613656004,0.6325992847731978
B001549,1.0,0.0,0.15522904062229906,0.07547524938829288
B001550,0.0,0.0,0.19654278305963696,0.013928100884622622
B001551,0.0,0.0,0.23785652549697492,0.04912478825522303
B001552,0.0,0.0,0.07363872082973207,0.0502540937323546
B001553,0.0,0.0,0.14485738980121005,0.043478260869565216
B001554,0.0,0.0,0.12480553154710457,0.03293807641633728
B001555,0.0,0.0,0.1076923076923077,0.14605684170901562
B001556,0.0,0.0,0.1752808988764045,0.08789760963674008
B001557,0.0,0.0,0.06551426101987899,0.039713909279126665
B001558,1.0,1.0,0.6821089023336214,0.23602484472049687
B001559,0.0,0.0,0.16888504753673292,0.0
B001560,0.0,0.0,0.0950734658599827,0.05853566723131941
B001561,0.0,0.0,0.08418323249783924,0.05815923207227555
B001562,0.0,0.0,0.0637856525496975,0.08545078110295502
B001563,0.0,0.0,0.09887640449438202,0.04592508940335027
B001564,0.0,0.0,0.019014693171996545,0.013175230566534914
B001565,0.0,0.0,0.10302506482281763,0.1590438546960286
B001566,0.0,0.0,0.11979256698357821,0.09241483154526633
B001567,0.0,0.0,0.0,0.0033879164313946925
B001568,0.0,0.0,0.035955056179775284,0.2569169960474308
B001569,0.0,0.0,0.13223854796888504,0.019574628270280447
B001570,0.0,0.0,0.06949006050129644,0.017316017316017316
B001571,0.0,0.0,0.057044079515989624,0.12685864859777904
B001572,0.0,0.0,0.0926534140017286,0.06286467156032373
B001573,0.0,0.0,0.07433016421780467,0.10220214568040656
B001574,0.0,0.0,0.06707000864304234,0.05759457933370977
B001575,0.0,0.0,0.006222990492653414,0.016939582156973464
B001576,0.0,0.0,0.2639585133967156,0.05797101449275362
B001577,1.0,1.0,0.19965427830596372,0.9113495200451721
B001578,0.0,0.0,0.12999135695764907,0.1182006399397704
B001579,1.0,0.0,0.4311149524632671,0.16581968755881799
B001580,0.0,0.0,0.08124459809853068,0.02070393374741201
B001581,0.0,0.0,0.0,0.009034443817052512
B001582,0.0,0.0,0.0926534140017286,0.06286467156032373
B001583,0.0,0.0,0.19429559204840102,0.14549218897044985
B001584,0.0,0.0,0.08729472774416594,0.16958403914925654
B001585,0.0,0.0,0.057389801210025924,0.07321663843402974
B001586,0.0,0.0,0.06326707000864304,0.03162055335968379
B001587,0.0,0.0,0.041313742437337944,0.1609260304912479
B001588,0.0,0.0,0.15522904062229906,0.0199510634293243
B001589,0.0,0.0,0.09904926534140018,0.04498400150574063
B001590,0.0,0.0,0.11737251512532411,0.08620365142104272
B001591,0.0,0.0,0.08452895419187553,0.041784302653867865
B001592,0.0,0.0,0.1825410544511668,0.041407867494824016
B001593,0.0,0.0,0.07778738115816768,0.04968944099378882
B001594,0.0,0.0,0.12705272255834052,0.014869188782232262
B001595,0.0,0.0,0.15937770095073467,0.009410878976096368
B001596,0.0,0.0,0.0,0.06117071334462639
B001597,0.0,0.0,0.16439066551426101,0.026726896292113684
B001598,0.0,0.0,0.005704407951598963,0.06964050442311313
B001599,0.0,0.0,0.0,0.14549218897044985
B001600,0.0,0.0,0.1536732929991357,0.19649915302089216
B001601,0.0,0.0,0.24494382022471908,0.04705439488048183
B001602,0.0,0.0,0.18686257562662056,0.1101072840203275
B001603,0.0,0.0,0.21936041486603283,0.13231695840391494
B001604,0.0,0.0,0.08885047536732929,0.11613024656502918
B001605,0.0,0.0,0.2216076058772688,0.008846226237530586
B001606,0.0,0.0,0.10855661192739845,0.29587803500846976
B001607,0.0,0.0,0.0,0.04310182571052136
B001608,0.0,0.0,0.1853068280034572,0.11914172783738003
B001609,0.0,0.0,0.12324978392394122,0.002635046113306983
B001610,0.0,0.0,0.07709593777009507,0.018633540372670808
B001611,0.0,0.0,0.24096802074330162,0.12478825522303783
B001612,0.0,0.0,0.04373379429559204,0.06926406926406926
B001613,0.0,0.0,0.14399308556611928,0.027667984189723323
B001614,0.0,0.0,0.057389801210025924,0.0199510634293243
B001615,0.0,0.0,0.0,0.0033879164313946925
B001616,0.0,0.0,0.08418323249783924,0.05815923207227555
B001617,0.0,0.0,0.0,0.11857707509881422
B001618,0.0,0.0,0.1891097666378565,0.04460756634669678
B001619,0.0,0.0,0.09040622299049265,0.051948051948051945
B001620,0.0,0.0,0.0,0.0031996988518727646
B001621,0.0,0.0,0.03647363872082973,0.06342932429888952
B001622,0.0,0.0,0.12601555747623164,0.06380575945793338
B001623,0.0,1.0,0.42662057044079515,0.1981931112365895
B001624,0.0,0.0,0.1619706136560069,0.0702051571616789
B001625,0.0,0.0,0.10613656006914433,0.05627705627705628
B001626,0.0,0.0,0.1787381158167675,0.06230001882175796
B001627,0.0,0.0,0.2869490060501297,0.049877658573310744
B001628,0.0,0.0,0.2869490060501297,0.049877658573310744
B001629,1.0,1.0,0.2350907519446845,0.20685111989459815
B001630,0.0,0.0,0.10492653414001729,0.10822510822510822
B001631,0.0,0.0,0.13569576490924803,0.05420666290231507
B001632,0.0,1.0,0.665514261019879,0.07171089779785432
B001633,0.0,0.0,0.2267934312878133,0.05364201016374929
B001634,0.0,0.0,0.1108038029386344,0.056841709015622056
B001635,1.0,0.0,0.177009507346586,0.08413325804630153
B001636,0.0,0.0,0.0929991356957649,0.10069640504423115
B001637,0.0,0.0,0.0,0.1507622811970638
B001638,0.0,0.0,0.05324114088159032,0.0178806700545831
B001639,0.0,0.0,0.07156439066551426,0.016939582156973464
B001640,0.0,0.0,0.0439066551426102,0.013175230566534914
B001641,0.0,0.0,0.047363872082973206,0.038584603801995104
B001642,0.0,0.0,0.05133967156439067,0.12215320910973085
B001643,0.0,0.0,0.1794295592048401,0.02051571616789008
B001644,0.0,0.0,0.045980985306828,0.017504234895539244
B001645,0.0,0.0,0.177009507346586,0.08413325804630153
B001646,0.0,0.0,0.016421780466724285,0.042725390551477505
B001647,0.0,0.0,0.0,0.10634293242988896
B001648,0.0,0.0,0.14883318928262748,0.21908526256352345
B001649,0.0,0.0,0.017286084701815037,0.08262751741012611
B001650,0.0,0.0,0.020051858254105444,0.06982872200263505
B001651,0.0,0.0,0.019706136560069143,0.025785808394504048
B001652,0.0,0.0,0.06050129645635263,0.054394880481837
B001653,0.0,0.0,0.03837510803802939,0.08319217014869189
B001654,0.0,0.0,0.05514261019878997,0.0735930735930736
B001655,0.0,1.0,0.3977528089887641,0.16901938641069078
B001656,0.0,0.0,0.14883318928262748,0.05100696405044231
B001657,0.0,0.0,0.1372515125324114,0.08921513269339357
B001658,0.0,0.0,0.16352636127917028,0.036514210427253904
B001659,0.0,0.0,0.10648228176318064,0.0702051571616789
B001660,0.0,0.0,0.07363872082973207,0.0502540937323546
B001661,0.0,0.0,0.04269662921348315,0.043478260869565216
B001662,0.0,0.0,0.07156439066551426,0.0873329568981743
B001663,0.0,0.0,0.15695764909248056,0.06041784302653869
B001664,0.0,0.0,0.0658599827139153,0.06117071334462639
B001665,0.0,0.0,0.1484874675885912,0.030679465462074156
B001666,0.0,0.0,0.20864304235090753,0.06361754187841145
B001667,0.0,0.0,0.08746758859118409,0.03312629399585921
B001668,0.0,0.0,0.0853932584269663,0.03482025221155656
B001669,0.0,0.0,0.025064822817631807,0.010163749294184076
B001670,0.0,0.0,0.12307692307692307,0.010540184453227932
B001671,0.0,0.0,0.09178910976663784,0.14737436476566912
B001672,0.0,0.0,0.1811581676750216,0.11293054771315642
B001673,0.0,0.0,0.09576490924805531,0.041407867494824016
B001674,0.0,0.0,0.05635263612791702,0.026162243553547904
B001675,0.0,0.0,0.1547104580812446,0.0018821757952192735
B001676,0.0,0.0,0.05445116681071737,0.21268586485977792
B001677,0.0,0.0,0.04546240276577355,0.10201392810088464
B001678,0.0,0.0,0.17165082108902333,0.02484472049689441
B001679,0.0,0.0,0.08418323249783924,0.05815923207227555
B001680,0.0,0.0,0.0853932584269663,0.03482025221155656
B001681,0.0,0.0,0.16767502160760586,0.011104837191793714
B001682,0.0,0.0,0.19152981849611062,0.06907585168454734
B001683,0.0,0.0,0.1303370786516854,0.19969885187276493
B001684,0.0,0.0,0.1491789109766638,0.07848673066064371
B001685,0.0,0.0,0.007260155574762316,0.030114812723508376
B001686,0.0,0.0,0.14399308556611928,0.027667984189723323
B001687,1.0,0.0,0.08210890233362143,0.10615471485036704
B001688,0.0,0.0,0.0,0.006587615283267456
B001689,1.0,0.0,0.26464995678478825,0.779785431959345
B001690,0.0,0.0,0.12273120138288676,0.11405985319028798
B001691,0.0,0.0,0.12273120138288676,0.07679277244494637
B001692,0.0,0.0,0.13396715643906654,0.03124411820063994
B001693,0.0,0.0,0.07536732929991358,0.05213626952757387
B001694,0.0,0.0,0.09887640449438202,0.04592508940335027
B001695,0.0,0.0,0.12324978392394122,0.002635046113306983
B001696,0.0,0.0,0.006222990492653414,0.05533596837944664
B001697,0.0,0.0,0.042523768366464994,0.036514210427253904
B001698,0.0,0.0,0.10008643042350908,0.047807265198569544
B001699,0.0,0.0,0.0,0.011293054771315642
B001700,0.0,0.0,0.1787381158167675,0.09053265575004706
B001701,0.0,0.0,0.041313742437337944,0.1609260304912479
B001702,0.0,0.0,0.10198789974070874,0.03670242800677583
B001703,0.0,0.0,0.0644770959377701,0.0028232636928289105
B001704,0.0,0.0,0.21503889369057907,0.02277432712215321
B001705,0.0,0.0,0.09524632670700085,0.05138339920948616
B001706,0.0,0.0,0.11166810717372515,0.054959533220402784
B001707,0.0,0.0,0.0,0.14549218897044985
B001708,0.0,0.0,0.19429559204840102,0.14549218897044985
B001709,0.0,0.0,0.2639585133967156,0.05797101449275362
B001710,0.0,0.0,0.18133102852203975,0.03086768304159608
B001711,0.0,0.0,0.09887640449438202,0.04592508940335027
B001712,0.0,0.0,0.04338807260155574,0.003011481272350838
B001713,0.0,0.0,0.1605877268798617,0.11914172783738003
B001714,0.0,0.0,0.12670700086430423,0.011857707509881424
B001715,0.0,0.0,0.10198789974070874,0.03670242800677583
B001716,0.0,0.0,0.08159031979256698,0.10577827969132317
B001717,0.0,0.0,0.04217804667242869,0.03387916431394692
B001718,0.0,0.0,0.07623163353500433,0.12271786184829665
B001719,1.0,0.0,0.20864304235090753,0.06361754187841145
B001720,0.0,0.0,0.1752808988764045,0.08789760963674008
B001721,0.0,0.0,0.1787381158167675,0.06230001882175796
B001722,0.0,0.0,0.07726879861711322,0.07641633728590251
B001723,0.0,0.0,0.08107173725151254,0.15170336909467344
B001724,0.0,0.0,0.05324114088159032,0.024656502917372484
B001725,0.0,0.0,0.030077787381158166,0.06813476378693771
B001726,0.0,0.0,0.042005185825410546,0.06982872200263505
B001727,0.0,0.0,0.057389801210025924,0.07321663843402974
B001728,0.0,0.0,0.046672428694900604,0.0914737436476567
B001729,0.0,0.0,0.11339671564390665,0.034443817052512704
B001730,0.0,0.0,0.12947277441659463,0.14003387916431395
B001731,0.0,0.0,0.1661192739844425,0.015057406361754188
B001732,0.0,0.0,0.024891961970613656,0.09072087332956898
B001733,0.0,0.0,0.051512532411408817,0.028797289666854884
B001734,0.0,0.0,0.11028522039757994,0.044042913608131
B001735,0.0,0.0,0.11339671564390665,0.034443817052512704
B001736,0.0,0.0,0.37424373379429554,0.023903632599284776
B001737,0.0,0.0,0.061884183232497836,0.06813476378693771
B001738,0.0,0.0,0.09109766637856524,0.030114812723508376
B001739,0.0,0.0,0.16525496974935178,0.12121212121212122
B001740,0.0,0.0,0.17597234226447708,0.04121964991530209
B001741,0.0,0.0,0.15384615384615385,0.03689064558629776
B001742,0.0,0.0,0.11737251512532411,0.05458309806135893
B001743,0.0,0.0,0.06101987899740708,0.07792207792207792
B001744,0.0,0.0,0.05185825410544512,0.004893657067570111
B001745,0.0,1.0,0.3113223854796889,0.9917184265010353
B001746,0.0,0.0,0.10613656006914433,0.05627705627705628
B001747,1.0,1.0,1.0,0.2207792207792208
B001748,0.0,0.0,0.10198789974070874,0.03670242800677583
B001749,0.0,0.0,0.05133967156439067,0.12215320910973085
B001750,0.0,0.0,0.019706136560069143,0.04009034443817053
B001751,0.0,0.0,0.2254105445116681,0.04724261246000376
B001752,0.0,0.0,0.1177182368193604,0.028044419348767176
B001753,0.0,0.0,0.041313742437337944,0.09015622059100321
B001754,0.0,0.0,0.0853932584269663,0.03482025221155656
B001755,0.0,0.0,0.0,0.13175230566534915
B001756,0.0,0.0,0.1139152981849611,0.040466779597214377
B001757,1.0,1.0,0.4271391529818496,1.0
B001758,0.0,0.0,0.15384615384615385,0.03689064558629776
B001759,0.0,0.0,0.10025929127052723,0.002070393374741201
B001760,0.0,0.0,0.134485738980121,0.021080368906455864
B001761,0.0,0.0,0.08885047536732929,0.11613024656502918
B001762,0.0,0.0,0.058081244598098526,0.0873329568981743
B001763,0.0,0.0,0.12480553154710457,0.03293807641633728
B001764,0.0,1.0,0.665514261019879,0.07171089779785432
B001765,0.0,0.0,0.04373379429559204,0.06926406926406926
B001766,0.0,0.0,0.09472774416594641,0.09373235460191982
B001767,0.0,0.0,0.021607605877268798,0.02220967438358743
B001768,0.0,0.0,0.17165082108902333,0.02484472049689441
B001769,0.0,0.0,0.21192739844425237,0.05213626952757387
B001770,0.0,0.0,0.10146931719965428,0.11989459815546774
B001771,0.0,0.0,0.08020743301642178,0.039713909279126665
B001772,0.0,0.0,0.0,0.04310182571052136
B001773,0.0,0.0,0.030077787381158166,0.16186711838885753
B001774,0.0,0.0,0.15350043215211756,0.13909279126670432
B001775,0.0,0.0,0.15937770095073467,0.009410878976096368
B001776,0.0,0.0,0.19429559204840102,0.14549218897044985
B001777,0.0,0.0,0.17752808988764043,0.008093355919442876
B001778,0.0,0.0,0.18409680207433016,0.053830227743271224
B001779,0.0,0.0,0.15695764909248056,0.0
B001780,1.0,0.0,0.4311149524632671,0.16581968755881799
B001781,0.0,0.0,0.21936041486603283,0.13231695840391494
B001782,0.0,0.0,0.12947277441659463,0.025221155655938264
B001783,0.0,0.0,0.09766637856525498,0.026726896292113684
B001784,0.0,0.0,0.07536732929991358,0.05213626952757387
B001785,0.0,0.0,0.08418323249783924,0.13871635610766045
B001786,0.0,0.0,0.13811581676750215,0.07434594391116131
B001787,0.0,0.0,0.08418323249783924,0.13871635610766045
B001788,0.0,0.0,0.17130509939498703,0.01336344814605684
B001789,0.0,0.0,0.058081244598098526,0.0873329568981743
B001790,0.0,0.0,0.1375972342264477,0.042348955392433656
B001791,0.0,0.0,0.14969749351771824,0.19951063429324298
B001792,0.0,0.0,0.03975799481417459,0.10747223790702053
B001793,0.0,0.0,0.057389801210025924,0.0199510634293243
B001794,0.0,0.0,0.15453759723422644,0.00771692076039902
B001795,0.0,0.0,0.1481417458945549,0.04291360813099943
B001796,0.0,0.0,0.11166810717372515,0.054959533220402784
B001797,0.0,0.0,0.13569576490924803,0.05420666290231507
B001798,0.0,0.0,0.20103716508210892,0.04291360813099943
B001799,0.0,0.0,0.051512532411408817,0.028797289666854884
B001800,0.0,0.0,0.10112359550561797,0.012422360248447206
B001801,0.0,0.0,0.0860847018150389,0.24825898738942215
B001802,0.0,0.0,0.0860847018150389,0.24825898738942215
B001803,0.0,0.0,0.14762316335350043,0.027856201769245248
B001804,0.0,0.0,0.15920484010371652,0.03180877093920572
B001805,0.0,0.0,0.13050993949870354,0.07660455486542443
B001806,0.0,0.0,0.10025929127052723,0.002070393374741201
B001807,0.0,0.0,0.09144338807260155,0.03049124788255223
B001808,0.0,0.0,0.09524632670700085,0.05138339920948616
B001809,0.0,0.0,0.1076923076923077,0.04968944099378882
B001810,1.0,0.0,0.03802938634399309,0.03274985883681536
B001811,0.0,0.0,0.1351771823681936,0.09260304912478826
B001812,0.0,0.0,0.12566983578219532,0.056841709015622056
B001813,0.0,0.0,0.07726879861711322,0.07641633728590251
B001814,1.0,0.0,0.11426101987899741,0.044795783926218705
B001815,0.0,0.0,0.11944684528954191,0.061358930924148326
B001816,1.0,1.0,0.26464995678478825,0.779785431959345
B001817,0.0,0.0,0.12566983578219532,0.056841709015622056
B001818,0.0,0.0,0.09991356957649093,0.025221155655938264
B001819,0.0,0.0,0.0,0.05514775079992471
B001820,0.0,0.0,0.15453759723422644,0.017692452475061172
B001821,0.0,0.0,0.10164217804667243,0.0598531902879729
B001822,0.0,0.0,0.17061365600691442,0.21249764728025597
B001823,0.0,0.0,0.24321521175453759,0.05213626952757387
B001824,0.0,0.0,0.0,0.012422360248447206
B001825,0.0,0.0,0.12981849611063093,0.027667984189723323
B001826,0.0,0.0,0.0,0.1507622811970638
B001827,0.0,1.0,0.665514261019879,0.07171089779785432
B001828,0.0,0.0,0.0878133102852204,0.015433841520798044
B001829,0.0,0.0,0.14762316335350043,0.027856201769245248
B001830,0.0,0.0,0.06707000864304234,0.016751364577451536
B001831,0.0,0.0,0.13673292999135694,0.06117071334462639
B001832,0.0,0.0,0.07554019014693172,0.03406738189346885
B001833,0.0,0.0,0.07830596369922213,0.019574628270280447
B001834,0.0,0.0,0.2240276577355229,0.045548654244306416
B001835,0.0,0.0,0.1405358686257563,0.04705439488048183
B001836,0.0,0.0,0.03301642178046672,0.050630528891398456
B001837,0.0,0.0,0.041313742437337944,0.1609260304912479
B001838,0.0,1.0,0.2350907519446845,0.20685111989459815
B001839,0.0,0.0,0.0,0.01562205910031997
B001840,0.0,0.0,0.10198789974070874,0.03670242800677583
B001841,0.0,0.0,0.037510803802938635,0.03801995106342932
B001842,0.0,0.0,0.12445980985306827,0.0033879164313946925
B001843,0.0,0.0,0.088504753673293,0.11518915866741955
B001844,0.0,0.0,0.134485738980121,0.20082815734989648
B001845,0.0,0.0,0.1808124459809853,0.04536043666478449
B001846,0.0,0.0,0.027312013828867762,0.03463203463203463
B001847,0.0,0.0,0.058081244598098526,0.18539431582909846
B001848,0.0,0.0,0.23906655142610198,0.11104837191793715
B001849,0.0,0.0,0.068971477960242,0.016563146997929608
B001850,0.0,0.0,0.1094209161624892,0.06154714850367024
B001851,0.0,0.0,0.21192739844425237,0.05213626952757387
B001852,0.0,0.0,0.05842696629213483,0.041407867494824016
B001853,0.0,1.0,0.4985306828003457,0.295313382269904
B001854,0.0,0.0,0.07588591184096802,0.0839450404667796
B001855,0.0,0.0,0.2157303370786517,0.0653115000941088
B001856,0.0,0.0,0.14226447709593779,0.0653115000941088
B001857,0.0,0.0,0.04753673292999135,0.14342179559570864
B001858,0.0,0.0,0.006222990492653414,0.016939582156973464
B001859,0.0,0.0,0.1979256698357822,0.12610577827969133
B001860,0.0,0.0,0.05064822817631807,0.04517221908526257
B001861,0.0,0.0,0.1289541918755402,0.04630152456239413
B001862,0.0,0.0,0.045980985306828,0.017504234895539244
B001863,0.0,0.0,0.10302506482281763,0.006399397703745529
B001864,0.0,0.0,0.14157303370786517,0.003952569169960474
B001865,1.0,1.0,0.1891097666378565,0.04460756634669678
B001866,0.0,0.0,0.15920484010371652,0.03180877093920572
B001867,0.0,0.0,0.09645635263612791,0.013739883305100696
B001868,0.0,0.0,0.0950734658599827,0.05853566723131941
B001869,0.0,0.0,0.0891961970613656,0.14059853190287974
B001870,0.0,0.0,0.1773552290406223,0.04121964991530209
B001871,0.0,0.0,0.0878133102852204,0.015433841520798044
B001872,0.0,0.0,0.17009507346585998,0.19122906079427818
B001873,0.0,0.0,0.18409680207433016,0.053830227743271224
B001874,0.0,0.0,0.04217804667242869,0.03387916431394692
B001875,0.0,1.0,0.2350907519446845,0.20685111989459815
B001876,0.0,0.0,0.04217804667242869,0.03387916431394692
B001877,0.0,0.0,0.051512532411408817,0.028797289666854884
B001878,0.0,0.0,0.1661192739844425,0.015057406361754188
B001879,1.0,0.0,0.31961970613656004,0.6325992847731978
B001880,0.0,0.0,0.09835782195332758,0.17843026538678713
B001881,0.0,0.0,0.03854796888504754,0.022586109542631284
B001882,0.0,0.0,0.07778738115816768,0.09053265575004706
B001883,0.0,0.0,0.10717372515125324,0.017316017316017316
B001884,0.0,0.0,0.0490924805531547,0.1375870506305289
B001885,0.0,0.0,0.0439066551426102,0.013175230566534914
B001886,0.0,0.0,0.0,0.012422360248447206
B001887,0.0,0.0,0.18651685393258424,0.036325992847731976
B001888,0.0,0.0,0.0926534140017286,0.07829851308112179
B001889,0.0,0.0,0.12653414001728608,0.09994353472614342
B001890,0.0,0.0,0.06603284356093345,0.07603990212685866
B001891,0.0,0.0,0.10371650821089023,0.029173724825898743
B001892,0.0,1.0,0.541400172860847,0.1863354037267081
B001893,0.0,0.0,0.20121002592912707,0.0035761340109166195
B001894,0.0,0.0,0.04114088159031979,0.0502540937323546
B001895,0.0,0.0,0.12653414001728608,0.09994353472614342
B001896,0.0,0.0,0.1419187554019015,0.07867494824016565
B001897,0.0,0.0,0.18133102852203975,0.03086768304159608
B001898,0.0,0.0,0.1076923076923077,0.14605684170901562
B001899,0.0,0.0,0.20121002592912707,0.0035761340109166195
B001900,0.0,0.0,0.08712186689714779,0.049877658573310744
B001901,1.0,0.0,0.541400172860847,0.1863354037267081
B001902,1.0,0.0,0.13898012100259288,0.010916619612271786
B001903,0.0,0.0,0.3016421780466724,0.06286467156032373
B001904,0.0,1.0,0.4271391529818496,1.0
B001905,1.0,0.0,0.21192739844425237,0.05213626952757387
B001906,0.0,0.0,0.054624027657735524,0.11763598720120459
B001907,0.0,0.0,0.10129645635263614,0.09542631281761717
B001908,0.0,0.0,0.09576490924805531,0.041407867494824016
B001909,0.0,0.0,0.05306828003457217,0.024091850178806704
B001910,0.0,0.0,0.019014693171996545,0.013175230566534914
B001911,0.0,0.0,0.07294727744165946,0.03105590062111801
B001912,0.0,0.0,0.13984442523768364,0.1197063805759458
B001913,0.0,0.0,0.1512532411408816,0.14850367024280067
B001914,0.0,0.0,0.029213483146067414,0.06041784302653869
B001915,1.0,0.0,0.6821089023336214,0.23602484472049687
B001916,0.0,0.0,0.08815903197925669,0.026726896292113684
B001917,0.0,0.0,0.05600691443388073,0.06493506493506494
B001918,0.0,0.0,0.10613656006914433,0.05627705627705628
B001919,0.0,0.0,0.14330164217804667,0.14455110107284022
B001920,0.0,0.0,0.1094209161624892,0.06154714850367024
B001921,0.0,0.0,0.07346585998271392,0.24374176548089588
B001922,0.0,0.0,0.054624027657735524,0.13269339356295878
B001923,0.0,0.0,0.10924805531547105,0.11048371917937136
B001924,0.0,0.0,0.13414001728608468,0.09241483154526633
B001925,0.0,0.0,0.057389801210025924,0.07321663843402974
B001926,1.0,0.0,0.6696629213483146,0.24374176548089588
B001927,0.0,0.0,0.07156439066551426,0.016939582156973464
B001928,0.0,0.0,0.2639585133967156,0.05797101449275362
B001929,0.0,0.0,0.07415730337078652,0.028044419348767176
B001930,0.0,0.0,0.09766637856525498,0.026726896292113684
B001931,0.0,0.0,0.1972342264477096,0.026350461133069828
B001932,0.0,0.0,0.088504753673293,0.11518915866741955
B001933,0.0,0.0,0.10043215211754537,0.04310182571052136
