booking_id,booking_ts,agency_id,user_id,product_type,route_type,origin_country,dest_country,lead_time_days,booking_value,passengers_count,payment_method,booking_status,fraud_label,fraud_reason,session_id,device_fingerprint,ip_address,asn,is_vpn_or_proxy,os,browser,time_to_book_seconds,device_switch_flag,event_id,is_cancelled,cancel_delay_days,is_disputed,dispute_delay_days,chargeback_amount,final_loss_amount,total_passengers,suspicious_pax_domains,role,user_age_days,avg_logins_per_day,failed_login_ratio,account_status,email_domain_match_flag,user_fraud_label,user_fraud_type,country,agency_age_days,kyc_status,credit_limit,status,agency_email_domain
B000336,2025-12-21 07:57:00,A0118,U00101,flight,domestic,IN,IN,13,317.16,2,credit_line,confirmed,0,legit,37a2ea30-6936-41ad-a3c2-94867519d2c1,1de38d0a2f5ba2e7,196.101.61.141,73486,0,macOS,Chrome,171,0,E000336,0,0,0,0,0.0,0.0,2,0,agent,2239,9.08,0.0325,active,1,0,legit,IN,1196,verified,10000,active,travelmax.com
B000337,2025-10-15 21:06:00,A0172,U00476,hotel,domestic,US,US,19,173.02,1,card,confirmed,0,legit,8ddce9cd-1c7c-4f61-bae6-92a930884c91,e8db558713aa0465,25.4.210.29,60502,0,Windows,Edge,361,0,E000337,0,0,0,0,0.0,0.0,1,0,agent,1407,8.79,0.0348,active,1,0,legit,IN,1111,verified,100000,active,routemaster.co
B000338,2025-09-14 13:12:00,A0166,U00677,hotel,domestic,SG,SG,3,277.42,1,credit_line,confirmed,0,legit,b0b219fc-f34d-4b8d-abfb-37074f1de7d6,fb32dea71d29f5ab,23.144.242.238,78901,0,Windows,Safari,2619,0,E000338,0,0,0,0,0.0,0.0,1,0,agent,1594,4.35,0.0187,active,1,0,legit,UK,1883,verified,5000,active,jetsetgo.in
B000339,2025-06-19 06:41:00,A0172,U00552,hotel,domestic,IN,IN,14,109.23,3,bank,confirmed,0,legit,5bd98b83-a35c-4037-9413-b6249b3f85d7,9d8e011ed07286a8,127.72.111.139,73834,0,Android,Edge,661,0,E000339,0,0,0,0,0.0,0.0,3,0,agent,1937,9.3,0.0312,active,1,0,legit,IN,1111,verified,100000,active,routemaster.co
B000340,2025-06-18 15:01:00,A0179,U00642,hotel,domestic,IN,IN,4,95.06,2,credit_line,confirmed,0,legit,51975639-f911-4b42-b6fd-8fd6ad75d300,c1820b45e082fc67,97.60.235.80,1051,0,macOS,Chrome,278,0,E000340,0,0,0,0,0.0,0.0,2,0,agent,1235,3.78,0.0221,active,1,0,legit,US,517,verified,200000,active,jetstream.ae
B000341,2025-01-09 22:35:00,A0102,U00080,flight,international,AE,SG,9,2621.31,9,credit_line,pending,0,legit,d9ac7fad-4767-4e94-a09e-eaffa170fe03,37542581d8f6923b,43.65.39.142,62103,0,Windows,Edge,225,0,E000341,0,0,0,0,0.0,0.0,9,2,agent,873,11.64,0.0023,active,1,0,legit,SG,950,verified,5000,active,flynext.sg
B000342,2025-10-30 10:05:00,A0026,U00796,flight,international,IN,TH,8,1283.62,2,credit_line,confirmed,0,legit,42366131-b040-49da-9ba9-892f98426865,7cb6343e7673f973,5.38.248.97,48809,0,Windows,Chrome,105,0,E000342,0,0,0,0,0.0,0.0,2,0,finance,139,4.89,0.0226,active,1,0,legit,UK,1557,pending,10000,active,flybright.ae
B000343,2025-08-26 10:45:00,A0147,U00442,flight,international,SG,DE,84,457.4,1,card,confirmed,0,legit,c67f8714-5153-4778-8d58-8b0b05e1aa8e,ccb2742aa89ad40e,89.42.228.57,10741,1,Windows,Chrome,545,0,E000343,0,0,0,0,0.0,0.0,1,1,agent,1659,10.3,0.0352,active,1,0,legit,SG,76,pending,25000,active,airsync.in
B000344,2025-01-05 11:37:00,A0059,U00322,hotel,international,AE,AE,1,15116.21,1,credit_line,confirmed,1,credit bustout: high value international + high loss,cea63c96-04fc-43a1-a2c7-3fc2ebc8ce6b,73da006c8cc4f21f,126.237.76.70,14596,1,Android,Chrome,41,0,E000344,0,0,0,0,0.0,0.0,1,1,agent,2070,21.65,0.0131,active,1,1,credit_bustout_user,IN,2235,verified,5000,active,jetstream.ae
B000345,2025-01-23 23:04:00,A0012,U00658,package,international,IN,US,3,1525.17,3,credit_line,confirmed,0,legit,2c301d92-e908-4c77-9223-f88c90b7987d,a91a2818d70c172b,236.158.108.54,93912,0,macOS,Safari,261,0,E000345,0,0,0,0,0.0,0.0,3,0,admin,979,7.84,0.0078,active,1,0,legit,US,1914,verified,25000,active,routemaster.co
B000346,2025-05-26 15:27:00,A0007,U00402,flight,domestic,IN,IN,19,88.9,2,credit_line,confirmed,0,legit,1fcb2a5c-3a37-4bdd-98e8-8eb2ae506815,7ccd1078594ef7e2,37.74.182.228,2557,0,Windows,Chrome,188,0,E000346,0,0,0,0,0.0,0.0,2,0,agent,2217,2.66,0.0097,active,1,0,legit,IN,283,verified,10000,active,voyagepro.sg
B000347,2025-04-22 08:33:00,A0145,U00259,flight,domestic,UK,UK,3,41.9,3,credit_line,confirmed,0,legit,a882e78f-e2dd-4554-97d7-5aceae8cd8f2,e40c88093dd48bb1,6.122.30.2,99873,0,macOS,Safari,584,0,E000347,0,0,0,0,0.0,0.0,3,0,agent,510,14.17,0.0254,active,1,0,legit,IN,1021,verified,50000,active,travelprime.com
B000348,2025-06-14 12:07:00,A0130,U00740,flight,domestic,AE,AE,4,87.44,1,credit_line,confirmed,0,legit,531176d8-ab42-45bc-98e9-aa82cf3d2847,712e499bcf0c5724,114.115.69.216,37002,0,macOS,Chrome,184,0,E000348,0,0,0,0,0.0,0.0,1,1,agent,325,6.14,0.0303,active,1,0,legit,AE,2647,verified,5000,active,bookmyflight.in
B000349,2025-10-23 03:57:00,A0047,U00437,hotel,domestic,UK,UK,4,307.14,4,credit_line,confirmed,0,legit,a4ca751d-b0a7-4a09-a002-7c2ea324a8e2,38fe1a635fdae8ab,218.83.231.234,65412,0,iOS,Chrome,268,0,E000349,0,0,0,0,0.0,0.0,4,2,agent,1454,0.42,0.0164,active,1,0,legit,IN,827,verified,10000,active,voyagepro.sg
B000350,2025-05-28 22:57:00,A0046,U00220,flight,international,IN,AE,80,431.46,6,credit_line,confirmed,0,legit,3d2e53e5-81f6-4b55-af58-1fc97295e112,fb32dea71d29f5ab,201.78.237.88,54035,0,Windows,Safari,595,0,E000350,0,0,0,0,0.0,0.0,6,0,agent,231,7.55,0.0411,active,1,0,legit,SG,255,verified,50000,active,jetsetgo.in
B000351,2025-11-27 13:35:00,A0102,U00080,flight,domestic,SG,SG,3,338.94,1,card,confirmed,0,legit,b92a9025-1497-45a2-a1b8-857721748899,37542581d8f6923b,43.65.39.142,64711,0,Windows,Edge,460,0,E000351,0,0,0,0,0.0,0.0,1,0,agent,873,11.64,0.0023,active,1,0,legit,SG,950,verified,5000,active,flynext.sg
B000352,2025-08-23 02:08:00,A0038,U00767,package,domestic,IN,IN,17,233.05,3,card,confirmed,0,legit,7bc41734-24f3-49d0-a583-e96e11fa545a,8ff32aa0f11c4d34,20.215.197.240,63370,0,macOS,Chrome,446,0,E000352,0,0,0,0,0.0,0.0,3,0,agent,2443,2.7,0.049,active,1,0,legit,IN,2827,verified,5000,active,travelmax.com
B000353,2025-03-03 21:42:00,A0103,U00545,hotel,domestic,IN,IN,9,132.66,1,credit_line,confirmed,0,legit,15fc5260-5313-46c0-8aa5-74fb4651f047,ca207c90b2c02fd9,232.62.165.2,58747,0,iOS,Edge,629,0,E000353,0,0,0,0,0.0,0.0,1,0,agent,1747,1.83,0.0923,active,1,0,legit,IN,2485,failed,10000,active,tourhub.in
B000354,2025-01-20 04:03:00,A0195,U00704,flight,international,SG,DE,87,2831.52,1,card,confirmed,0,legit,9428189e-1707-4393-bd7c-4af151e4f726,27b64a8f16ce9464,202.72.166.91,91764,0,iOS,Chrome,465,0,E000354,0,0,0,0,0.0,0.0,1,1,agent,2354,10.89,0.0271,active,1,0,legit,IN,2171,verified,25000,active,travelzen.in
B000355,2025-02-19 00:45:00,A0012,U00082,package,international,UK,TH,55,556.06,1,credit_line,confirmed,0,legit,151110d6-28aa-49b0-94a4-b92da8be84c9,74c39af93ca5af56,160.192.3.202,24030,0,Windows,Chrome,317,0,E000355,0,0,0,0,0.0,0.0,1,0,agent,449,6.59,0.0345,active,1,0,legit,US,1914,verified,25000,active,routemaster.co
B000356,2025-07-15 16:07:00,A0080,U00707,flight,domestic,IN,IN,14,142.03,2,credit_line,confirmed,1,shared infra across multiple fraud users,394c247f-c9cb-4c52-a4c6-39b4f7d08132,39ccdd062fb0a30f,207.252.247.231,11566,1,Android,Edge,42,0,E000356,0,0,0,0,0.0,0.0,2,1,finance,600,13.6,0.1103,active,0,1,ring_operator,IN,2095,verified,100000,active,wingcraft.uk
B000357,2025-09-05 04:50:00,A0014,U00138,flight,international,UK,FR,44,1270.04,6,credit_line,pending,0,legit,8d67f986-49bc-449f-a81f-34caf43e9de4,d34f868e38a7afe7,127.72.111.139,21342,0,Windows,Chrome,498,0,E000357,0,0,0,0,0.0,0.0,6,0,finance,204,3.13,0.0677,active,1,0,legit,IN,1949,verified,25000,active,wingspan.sg
B000358,2025-07-21 02:44:00,A0172,U00078,flight,international,SG,TH,23,991.21,4,credit_line,confirmed,0,legit,c8065f64-acd2-47a3-920e-6494dbf42558,43bc9669a6237d78,117.125.190.44,64590,0,macOS,Chrome,416,0,E000358,0,0,0,0,0.0,0.0,4,2,agent,1868,11.32,0.032,active,0,0,legit,IN,1111,verified,100000,active,routemaster.co
B000359,2025-05-29 16:37:00,A0040,U00311,hotel,domestic,IN,IN,1,205.61,1,card,confirmed,0,legit,6fdc957e-1247-4d93-8335-230b613e402c,fcebefa86c985faf,91.82.169.246,39904,0,Windows,Chrome,497,0,E000359,0,0,0,0,0.0,0.0,1,0,agent,2289,0.0,0.0279,active,1,0,legit,IN,2115,verified,25000,active,wingcraft.uk
B000360,2025-11-21 02:47:00,A0076,U00625,hotel,domestic,US,US,4,274.15,2,card,confirmed,0,legit,56798ad6-34ce-4e15-9115-97adf2714e14,7787b8d06282fe12,62.50.66.63,70119,0,macOS,Edge,291,0,E000360,0,0,0,0,0.0,0.0,2,0,agent,1123,5.8,0.0852,active,1,0,legit,UK,1010,verified,100000,active,jetforce.co
B000361,2025-03-18 15:33:00,A0020,U00742,flight,domestic,AE,AE,10,142.14,1,credit_line,confirmed,0,legit,f25d25a9-2090-4c28-be02-2ccca9807adf,b8d910bb9e4297d4,123.150.199.224,46298,0,Android,Chrome,188,0,E000361,0,0,0,0,0.0,0.0,1,1,finance,669,3.88,0.0093,active,1,0,legit,IN,190,pending,100000,active,horizonair.co
B000362,2025-07-05 10:14:00,A0069,U00750,package,domestic,SG,SG,15,451.48,2,credit_line,confirmed,0,legit,54e1b817-8af5-40a4-b4e6-b43acb646867,29abc9fe2cb9bf36,107.47.67.65,55625,0,iOS,Edge,344,0,E000362,0,0,0,0,0.0,0.0,2,0,agent,984,3.86,0.078,active,1,0,legit,IN,210,verified,10000,active,travelworks.sg
B000363,2025-01-14 03:09:00,A0008,U00666,flight,international,AE,FR,43,726.25,2,credit_line,confirmed,0,legit,39b1230f-6265-4468-a42c-b3b2035645b4,2d247009e361505a,16.186.222.18,9140,0,macOS,Chrome,73,0,E000363,0,0,0,0,0.0,0.0,2,1,agent,1021,5.72,0.0248,active,1,0,legit,US,2587,verified,5000,active,airdesk.uk
B000364,2025-07-08 09:01:00,A0114,U00794,hotel,domestic,AE,AE,6,170.76,4,credit_line,confirmed,0,legit,933a5498-6bd1-4e19-8d1b-09d896ead592,b3c6fe40e4c0827a,41.103.172.8,27628,0,macOS,Chrome,644,0,E000364,0,0,0,0,0.0,0.0,4,1,agent,389,6.26,0.0945,active,1,0,legit,UK,2731,verified,25000,active,flyscope.ae
B000365,2025-06-23 14:15:00,A0175,U00726,hotel,domestic,UK,UK,3,253.26,5,credit_line,confirmed,0,legit,08871d26-8401-4d73-8c34-b5b845d22949,3b3c329153771294,21.23.145.39,88168,0,iOS,Chrome,292,0,E000365,1,2,0,0,0.0,0.0,5,0,agent,1349,3.45,0.048,active,1,0,legit,SG,2879,pending,25000,active,gotravel.in
B000366,2025-10-31 20:18:00,A0172,U00078,flight,international,IN,SG,37,1176.92,1,credit_line,confirmed,0,legit,35e29d56-1007-4a73-a351-f40763bd47b8,43bc9669a6237d78,117.125.190.44,47158,0,macOS,Chrome,627,0,E000366,0,0,0,0,0.0,0.0,1,0,agent,1868,11.32,0.032,active,0,0,legit,IN,1111,verified,100000,active,routemaster.co
B000367,2025-03-30 12:23:00,A0004,U00154,flight,domestic,IN,IN,19,90.33,3,credit_line,confirmed,0,legit,2cc4dd54-9463-4ebd-adfc-dc499300989a,65759bece43508ba,200.190.191.138,32970,1,Windows,Chrome,238,0,E000367,0,0,0,0,0.0,0.0,3,0,agent,703,4.79,0.0158,active,1,0,legit,AE,1473,verified,10000,active,skybound.co
B000368,2025-03-12 12:16:00,A0131,U00616,hotel,domestic,US,US,4,195.12,2,credit_line,confirmed,0,legit,6414ca35-77f8-4ad1-a98b-eee3f2376ebb,dc2d2a1af3735572,175.239.217.123,16940,0,Windows,Safari,268,0,E000368,0,0,0,0,0.0,0.0,2,0,agent,1844,1.26,0.0374,active,1,0,legit,IN,2382,pending,10000,active,travease.ae
B000369,2025-06-24 23:41:00,A0024,U00478,flight,domestic,UK,UK,19,116.47,2,card,confirmed,0,legit,f3998a51-065a-4e6a-9608-47d244cf286f,549c806d979dee05,20.123.20.160,78227,0,Windows,Safari,736,0,E000369,0,0,0,0,0.0,0.0,2,0,agent,170,5.96,0.0038,active,1,0,legit,IN,1330,verified,5000,active,skypaths.uk
B000370,2025-12-07 15:33:00,A0129,U00780,hotel,domestic,IN,IN,14,512.53,1,credit_line,confirmed,1,new device/ip + short lead time,923e411a-3a1e-4a77-a0bd-f1997349281e,d4f1e42c48df5077,250.15.66.82,88000,0,Windows,Chrome,56,1,E000370,0,0,0,0,0.0,0.0,1,0,agent,1855,15.31,0.4147,active,1,1,account_takeover,IN,2391,pending,5000,active,tripstation.com
B000371,2025-08-18 23:05:00,A0131,U00481,flight,domestic,IN,IN,4,436.6,1,credit_line,confirmed,0,legit,e53a146c-2036-4c65-b0e2-8750a96cb357,6c6890526e56c4a0,253.245.120.202,89174,0,Windows,Chrome,82,0,E000371,0,0,0,0,0.0,0.0,1,0,agent,268,2.46,0.0874,active,1,0,legit,IN,2382,pending,10000,active,travease.ae
B000372,2025-05-06 11:25:00,A0164,U00697,hotel,international,SG,AE,63,1431.75,5,credit_line,confirmed,0,legit,4081710a-172b-43ae-a464-ec1f25f9fb18,5f967ec8fcff85a1,64.229.114.157,78745,0,Windows,Chrome,977,0,E000372,0,0,0,0,0.0,0.0,5,0,agent,1067,14.07,0.0281,active,1,0,legit,AE,770,verified,10000,active,skybound.co
B000373,2025-12-12 07:55:00,A0020,U00742,flight,domestic,IN,IN,19,168.89,1,credit_line,confirmed,0,legit,d3470753-62c3-4752-8718-47da427e291f,b8d910bb9e4297d4,123.150.199.224,94322,0,Android,Chrome,289,0,E000373,0,0,0,0,0.0,0.0,1,1,finance,669,3.88,0.0093,active,1,0,legit,IN,190,pending,100000,active,horizonair.co
B000374,2025-04-15 14:19:00,A0163,U00369,flight,international,IN,IN,58,2666.97,6,credit_line,confirmed,0,legit,4245a7cb-34b8-4c15-b588-3b6360ee6b45,770c22a58d79ec39,249.173.65.115,92779,0,macOS,Chrome,254,0,E000374,0,0,0,0,0.0,0.0,6,0,agent,709,3.07,0.0084,active,1,0,legit,SG,1399,verified,5000,active,flyhigh.ae
B000375,2025-01-01 00:05:00,A0081,U00432,flight,domestic,IN,IN,1,383.46,1,card,confirmed,0,legit,3c6b65e7-88b3-46cd-94f9-7057cbf83711,624fb9de55fc124b,50.20.86.17,78250,0,Android,Chrome,495,0,E000375,0,0,0,0,0.0,0.0,1,0,admin,1730,1.59,0.0428,active,1,0,legit,US,1846,verified,50000,active,travelcorp.com
B000376,2025-06-12 14:32:00,A0160,U00563,hotel,domestic,AE,AE,15,258.28,2,card,confirmed,0,legit,a0346312-3a33-40cf-934b-59025b4b2f0c,6d53221a392b0682,219.23.4.72,28367,0,macOS,Chrome,908,0,E000376,0,0,0,0,0.0,0.0,2,1,admin,1985,11.54,0.1165,active,1,0,legit,UK,1840,failed,5000,active,wingcraft.uk
B000377,2025-07-06 22:22:00,A0082,U00351,flight,international,IN,UK,89,3301.62,3,credit_line,confirmed,0,legit,24334e9b-c23e-4a0f-a4db-ee644ecd92ea,6fd2d760b36713fa,239.213.209.32,29278,0,Windows,Chrome,174,0,E000377,0,0,0,0,0.0,0.0,3,1,agent,632,2.04,0.0295,active,1,0,legit,SG,1788,verified,5000,active,globeways.in
B000378,2025-11-30 22:35:00,A0193,U00391,flight,domestic,SG,SG,9,243.23,1,credit_line,confirmed,0,legit,2e39bdb3-461d-4c3b-859b-7fb0443ec8cf,4cfd75c47ca5f233,161.240.140.162,75086,0,macOS,Edge,124,0,E000378,0,0,0,0,0.0,0.0,1,1,agent,674,5.81,0.0233,active,1,0,legit,US,1122,failed,100000,active,airventure.com
B000379,2025-10-02 21:02:00,A0039,U00174,package,international,SG,FR,32,1457.71,8,credit_line,confirmed,0,legit,d68fc4e5-06f5-4889-ab3f-f21f1736bd1a,624fb9de55fc124b,92.77.185.6,9444,0,Android,Chrome,774,0,E000379,0,0,0,0,0.0,0.0,8,0,agent,1567,3.44,0.067,active,1,0,legit,SG,1723,verified,200000,active,skyroute.in
B000380,2025-05-21 22:25:00,A0130,U00496,hotel,international,AE,US,28,1597.77,3,credit_line,confirmed,0,legit,69576c9f-f352-4ac4-afcc-3562046aba84,501ab172cc5bec18,185.211.18.119,23515,0,Android,Edge,107,0,E000380,0,0,0,0,0.0,0.0,3,0,agent,1156,5.1,0.0146,active,1,0,legit,AE,2647,verified,5000,active,bookmyflight.in
B000381,2025-09-02 12:51:00,A0077,U00538,flight,domestic,IN,IN,19,144.39,1,credit_line,confirmed,1,fraud user suspicious booking pattern,fdb6f2ec-336e-491e-84c3-d1f9ad5730ba,99be188eceaf4cff,195.44.130.112,39064,0,iOS,Chrome,171,0,E000381,0,0,0,0,0.0,0.0,1,0,agent,2013,16.6,0.0269,active,1,1,cancellation_abuser,UK,2036,verified,200000,active,airnova.sg
B000382,2025-06-04 18:33:00,A0187,U00086,package,domestic,IN,IN,16,305.81,4,credit_line,confirmed,0,legit,bcaf9c77-8541-4191-b94e-b511b8a029f5,65759bece43508ba,90.68.154.215,58036,0,Windows,Chrome,414,0,E000382,0,0,0,0,0.0,0.0,4,1,agent,335,5.01,0.0181,active,1,0,legit,UK,2324,verified,100000,active,airsync.in
B000383,2025-06-04 09:22:00,A0029,U00398,hotel,international,IN,AE,67,1149.61,9,card,confirmed,0,legit,58b83cdf-d1aa-4d21-b767-a5781f684d36,fea897c7eb592798,110.107.145.112,76001,0,Windows,Chrome,708,0,E000383,0,0,0,0,0.0,0.0,9,1,agent,993,11.63,0.0232,active,1,0,legit,AE,1188,pending,25000,active,travelworks.sg
B000384,2025-01-15 11:55:00,A0082,U00607,flight,international,AE,IN,1,10086.63,1,credit_line,confirmed,1,credit bustout: high value international + high loss,d970f196-b6a1-4649-9e89-6b3a365f1552,3ddbdb25ceb330e5,91.59.141.245,28404,0,iOS,Chrome,51,0,E000384,0,0,0,0,0.0,0.0,1,1,agent,2138,10.24,0.0451,active,0,1,credit_bustout_user,SG,1788,verified,5000,active,globeways.in
B000385,2025-07-11 02:41:00,A0006,U00316,flight,domestic,SG,SG,18,169.27,4,card,confirmed,0,legit,b50a0ba2-1876-4123-82cf-5f9e08e90421,7f19d2e24648cabc,133.188.183.69,60713,0,macOS,Chrome,166,0,E000385,1,0,0,0,0.0,0.0,4,1,agent,1164,5.98,0.0064,active,1,0,legit,IN,133,verified,50000,active,jetsetgo.in
B000386,2025-01-23 12:00:00,A0152,U00053,hotel,domestic,IN,IN,13,254.78,9,card,confirmed,0,legit,37211221-d963-49d8-b1c8-14ab44babbf8,2e6d7e75b9579d20,23.206.152.74,48978,0,iOS,Safari,827,0,E000386,0,0,0,0,0.0,0.0,9,0,finance,69,10.36,0.1419,active,1,0,legit,IN,399,verified,10000,active,aerolink.uk
B000387,2025-11-19 16:34:00,A0176,U00292,hotel,domestic,UK,UK,8,226.9,1,credit_line,confirmed,0,legit,2c0a2457-3007-4c83-9bc9-23868dc64012,3ddbdb25ceb330e5,110.75.105.34,53166,0,iOS,Chrome,424,0,E000387,1,1,0,0,0.0,0.0,1,0,agent,1219,5.02,0.0449,active,1,0,legit,IN,1149,verified,10000,active,aerobiz.uk
B000388,2025-02-17 15:27:00,A0041,U00564,flight,domestic,UK,UK,7,343.18,1,credit_line,confirmed,0,legit,c89cf5c6-2810-44cc-ba67-866384080ac4,1a8f1f461416f49a,226.150.84.164,27642,0,macOS,Chrome,679,0,E000388,0,0,0,0,0.0,0.0,1,0,agent,1189,3.96,0.0018,active,1,0,legit,IN,2307,verified,10000,active,travelcorp.com
B000389,2025-07-21 03:27:00,A0149,U00099,flight,international,IN,DE,88,920.9,3,card,confirmed,0,legit,9e2ded44-5977-4ce1-a6b3-d67720600d25,02b977aaf555a0b4,169.153.51.15,93097,0,Windows,Chrome,382,0,E000389,0,0,0,0,0.0,0.0,3,0,agent,2109,6.46,0.0296,active,1,0,legit,IN,2900,verified,10000,active,travelworks.sg
B000390,2025-10-17 13:41:00,A0119,U00791,flight,domestic,IN,IN,12,142.9,8,credit_line,confirmed,0,legit,9193591f-ef03-4f9a-a6c2-8c6cb14a3050,525a4c3b6ab20926,77.97.138.35,23737,0,Android,Chrome,586,0,E000390,0,0,0,0,0.0,0.0,8,1,agent,265,9.73,0.0015,active,1,0,legit,US,1145,verified,10000,active,skyroute.in
B000391,2025-03-12 04:56:00,A0037,U00633,flight,domestic,UK,UK,18,291.64,3,credit_line,confirmed,0,legit,c554fe9b-9870-4945-b6cd-cc724422862b,c291b2debac1b5e3,91.182.87.223,23923,0,Windows,Firefox,155,0,E000391,0,0,0,0,0.0,0.0,3,0,agent,2133,5.95,0.0283,active,1,0,legit,IN,1075,verified,200000,active,airnova.sg
B000392,2025-07-01 14:58:00,A0117,U00124,flight,domestic,UK,UK,15,503.9,2,credit_line,confirmed,0,legit,73d77420-108d-4888-b354-9eb33317885f,ad9c8a71d8067391,109.61.59.238,98760,0,macOS,Firefox,177,0,E000392,0,0,0,0,0.0,0.0,2,0,agent,2390,0.78,0.0342,active,1,0,legit,UK,2548,verified,5000,active,airnova.sg
B000393,2025-02-28 13:35:00,A0153,U00185,flight,domestic,US,US,12,170.83,1,bank,confirmed,1,new device/ip + short lead time,bb742779-e12e-416a-975c-4816f62e6e7a,2f6d7e5b27421fbb,7.104.153.95,19092,0,Windows,Chrome,38,1,E000393,0,0,0,0,0.0,0.0,1,1,finance,1065,20.82,0.5289,active,0,1,account_takeover,IN,665,verified,25000,active,airventure.com
B000394,2025-09-10 04:13:00,A0049,U00553,hotel,domestic,IN,IN,6,279.39,7,card,confirmed,0,legit,2f3eca07-f969-4274-a37f-426623087ca1,496cddbabbd5c26d,203.162.37.16,21956,0,Android,Chrome,554,0,E000394,0,0,0,0,0.0,0.0,7,0,agent,2173,5.51,0.0277,active,1,0,legit,AE,2956,verified,5000,active,tripstation.com
B000395,2025-02-26 18:28:00,A0168,U00319,hotel,domestic,US,US,17,122.94,1,credit_line,confirmed,0,legit,60e6b009-7a81-40dd-9e7b-a8604790ee4b,4cfd75c47ca5f233,150.230.83.107,73763,0,macOS,Edge,153,0,E000395,0,0,0,0,0.0,0.0,1,1,agent,1100,0.0,0.0237,active,1,0,legit,IN,1180,pending,10000,active,airdesk.uk
B000396,2025-02-15 06:35:00,A0045,U00511,flight,domestic,IN,IN,4,152.86,1,credit_line,confirmed,0,legit,a9e22889-fdb6-4454-b9d0-d4af24b7415e,45a89eddd17e11f7,144.113.65.126,48555,0,Windows,Edge,60,0,E000396,0,0,0,0,0.0,0.0,1,0,agent,534,3.36,0.0468,active,1,0,legit,IN,2104,pending,10000,active,transwings.com
B000397,2025-07-29 05:26:00,A0050,U00640,flight,domestic,IN,IN,12,204.72,2,credit_line,confirmed,0,legit,67794127-a6fc-4e09-9c84-f0f14172a48a,c9f5f59066a4dd95,75.93.227.60,53450,0,Android,Edge,637,0,E000397,0,0,0,0,0.0,0.0,2,0,agent,1967,8.6,0.0373,active,1,0,legit,IN,989,verified,5000,active,bookmyflight.in
B000398,2025-02-19 16:20:00,A0147,U00596,flight,domestic,AE,AE,17,236.7,2,credit_line,pending,0,legit,8aa7dae8-b90d-4ad5-b3ce-7145377017d0,b4ee7ecd24b556fc,208.74.93.110,55056,0,macOS,Chrome,958,0,E000398,0,0,0,0,0.0,0.0,2,0,agent,1389,2.47,0.0235,active,0,0,legit,SG,76,pending,25000,active,airsync.in
B000399,2025-08-24 11:32:00,A0174,U00463,flight,domestic,IN,IN,5,227.85,1,credit_line,confirmed,0,legit,8eb8c812-fa5b-4270-a9e2-9275d299e6c4,2077cf2eb503e289,23.144.242.238,48351,0,Windows,Safari,534,0,E000399,0,0,0,0,0.0,0.0,1,1,agent,1717,10.56,0.0224,active,1,0,legit,IN,542,pending,25000,active,wingspan.sg
B000400,2025-01-09 03:55:00,A0092,U00569,package,international,SG,DE,33,1142.5,1,credit_line,confirmed,0,legit,9d561848-ad2b-424f-8b75-333ccf4450a5,551171efb8760406,75.63.77.98,29285,0,Android,Chrome,452,0,E000400,0,0,0,0,0.0,0.0,1,0,agent,1533,2.51,0.002,active,1,0,legit,UK,2567,verified,50000,active,routemaster.co
B000401,2025-09-21 23:29:00,A0191,U00622,hotel,international,IN,DE,8,519.84,1,credit_line,confirmed,0,legit,71a38730-18f7-4abd-ac40-2d42a45be7ae,a2dc2c9a77f965fa,212.63.151.21,21429,0,iOS,Chrome,302,0,E000401,0,0,0,0,0.0,0.0,1,0,agent,190,5.06,0.018,active,1,0,legit,IN,2774,pending,5000,active,tripcraft.in
B000402,2025-04-04 17:22:00,A0076,U00625,flight,domestic,US,US,8,98.49,1,card,confirmed,0,legit,2fda2bb2-cd51-42b5-95fa-154284d587d3,7787b8d06282fe12,62.50.66.63,63230,0,macOS,Edge,995,0,E000402,0,0,0,0,0.0,0.0,1,1,agent,1123,5.8,0.0852,active,1,0,legit,UK,1010,verified,100000,active,jetforce.co
B000403,2025-06-28 07:20:00,A0011,U00044,flight,domestic,AE,AE,16,410.37,9,credit_line,confirmed,0,legit,458474ee-c23b-40b6-b0c3-093527976992,df38b5ccdccc0d9d,104.22.8.20,77935,0,Android,Chrome,295,0,E000403,0,0,0,0,0.0,0.0,9,0,finance,141,9.37,0.0377,active,1,0,legit,IN,2230,verified,100000,active,travease.ae
B000404,2025-01-12 22:15:00,A0033,U00535,flight,international,US,UK,0,20258.84,1,credit_line,confirmed,1,credit bustout: high value international + high loss,1672b345-14af-42af-8d17-fb435709df3a,d7bb1cb188926878,126.12.88.83,74593,0,Android,Chrome,49,1,E000404,0,0,0,0,0.0,0.0,1,1,agent,2410,12.07,0.0342,locked,1,1,credit_bustout_user,IN,2765,verified,100000,active,airventure.com
B000405,2025-12-01 09:03:00,A0037,U00146,hotel,domestic,IN,IN,15,196.13,5,credit_line,confirmed,0,legit,b30216c6-3a33-49b8-8433-0cceb8a93ac7,1de38d0a2f5ba2e7,6.184.99.13,25451,0,macOS,Chrome,173,0,E000405,0,0,0,0,0.0,0.0,5,0,agent,1967,9.29,0.0637,active,1,0,legit,IN,1075,verified,200000,active,airnova.sg
